    INT     ,    INT     ,        FLOAT         ,         FLOAT          ,       FLOAT        ,     FLOAT     ,      FLOAT      ,       FLOAT        ,     FLOAT      ,    FLOAT     ,   INT    , BOOL  ,     FLOAT      ,    FLOAT     ,      FLOAT       ,    FLOAT     ,       BOOL        ,      INT      ,      INT      ,        INT         ,        INT         ,     FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      BOOL      ,      BOOL      ,   BOOL   
      235209,  4266599677,          1.276600e+02,            1.097762e+02,        1.400894e-01,   3.710847e+04,     2.958252e+00,        2.696328e+00,   -2.385791e-01,  5.542027e+00,         1,1,    2.627660e+00,  7.923619e+00,      1.681663e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.681663e+00,      2.627660e+00,  2.29901414e+01,   0.000000e+00,  1.287243e+01,  1.460424e+03, -1.039803e+02,     0.000000e+00,0,1,1
      240358,  4266599678,          4.571977e+02,            1.686547e+02,        6.311120e-01,   4.413887e+04,     3.821003e+00,        3.660999e+00,    4.650584e-03,  3.798228e-02,         1,1,    2.699760e+01,  2.499180e+01,      8.148512e+00,  1.579946e+01,0,             14,              1,                   5,                   4,   1.060694e+01,      1.060694e+01,  7.35027075e+00,   0.000000e+00,  2.860247e+01,  5.086187e+03, -1.841792e+02,     0.000000e+00,1,0,1
      248911,  4266599679,          3.845147e+02,            3.160557e+02,        1.780399e-01,   1.139362e+05,     2.773972e+00,        4.155140e+00,    2.382446e-01,  4.107908e+00,         1,1,    4.849174e+00,  1.560347e+01,      3.399397e+00,  1.646401e+00,1,             13,              1,                   8,                   1,   3.399397e+00,      4.849174e+00,  1.15195079e+01,   0.000000e+00,  2.223870e+00,  3.002937e+02, -6.421504e+01,     0.000000e+00,0,1,1
      251272,  4266599680,          2.422213e+02,            2.354541e+02,        2.793828e-02,   1.660039e+04,     1.418365e+01,        9.945049e-01,   -9.157562e-01,  8.464601e-01,         1,1,    8.358637e+00,  7.476558e+00,      1.473565e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.356644e+00,      2.356644e+00,  3.89817266e+01,   0.000000e+00,  3.455902e+02,  1.095234e+04, -2.849013e+01,     0.000000e+00,1,0,1
      559558,  4266599690,          1.541310e+02,            6.671240e+01,        5.671708e-01,   2.147060e+04,     3.107151e+00,        2.336490e+00,    5.876462e-01,  6.140685e-01,         1,1,    2.552557e+01,  1.897380e+01,      7.648507e+00,  1.357499e+01,0,             14,              1,                   5,                   1,   9.870464e+00,      9.870464e+00,  7.75115433e+00,   0.000000e+00,  1.784813e+01,  1.839862e+04, -1.002911e+03,     0.000000e+00,1,0,1
      579823,  4266599693,          3.640328e+02,            3.563598e+02,        2.107769e-02,   2.280423e+04,     1.562692e+01,        2.665766e+00,    2.425669e-01,  1.750753e+00,         1,1,    1.068870e+01,  8.064640e+00,      2.146934e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.229849e+00,      3.229849e+00,  2.48788187e+01,   0.000000e+00,  1.280116e+02,  6.873342e+03, -1.434011e+01,     0.000000e+00,1,0,1
     1382005,  4266599703,          4.914495e+01,            4.914495e+01,        0.000000e+00,   2.123456e+04,     2.314385e+00,        4.114064e+00,    7.326620e-01,  4.875229e+00,         2,1,    7.529749e+00,  3.281603e+00,      1.380152e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380152e+00,      1.380152e+00,  4.83923227e+01,   0.000000e+00,  1.182293e+01,  4.569969e+03, -3.160544e+02,     0.000000e+00,1,0,1
     2250044,  4266599714,          3.761680e+01,            3.761680e+01,        0.000000e+00,   1.923061e+04,     1.956089e+00,        4.334435e+00,   -6.940749e-01,  4.936401e+00,         2,1,    6.938410e+00,  6.724790e+00,      1.380058e+00,  1.260000e+00,0,             13,              1,                   6,                   4,   1.380058e+00,      1.380058e+00,  5.76930523e+01,   0.000000e+00,  6.585427e+00,  7.041840e+03, -9.513983e+02,     0.000000e+00,1,0,1
     2283242,  4266599720,          4.280214e+02,            3.834239e+02,        1.041947e-01,   2.336502e+04,     1.641016e+01,        3.485177e+00,   -5.156582e-01,  2.958391e+00,         1,1,    3.119483e+00,  8.927389e+00,      2.061837e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.061837e+00,      3.119483e+00,  2.61016250e+01,   0.000000e+00,  2.809300e+02,  4.205927e+03, -1.481290e+01,     0.000000e+00,0,1,1
     2291419,  4266599721,          4.160634e+02,            3.344925e+02,        1.960541e-01,   2.409001e+04,     1.388511e+01,        4.911827e+00,    3.776961e-01,  9.417673e-01,         1,1,    5.096622e+00,  1.848440e+01,      3.590670e+00,  1.801058e+00,1,             13,              1,                   8,                   4,   3.590670e+00,      5.096622e+00,  1.21054371e+01,   0.000000e+00,  1.674172e+02,  7.744773e+03, -3.214465e+01,     0.000000e+00,0,1,1
     2306876,  4266599722,          4.745765e+01,            4.745765e+01,        0.000000e+00,   3.675457e+04,     1.291204e+00,        2.617241e+00,   -1.709605e-01,  6.241590e+00,         2,1,    7.591093e+00,  7.574539e+00,      1.380059e+00,  1.260000e+00,0,             13,              1,                   6,                   6,   1.380059e+00,      1.380059e+00,  4.74901591e+01,   0.000000e+00,  7.941140e+00,  2.139724e+03, -3.081736e+02,     0.000000e+00,1,0,1
     2346405,  4266599727,          1.894428e+01,            1.894428e+01,        0.000000e+00,   1.064975e+04,     1.778847e+00,        4.955012e+00,   -9.278523e-01,  2.924407e+00,         2,1,    6.569689e+00,  1.923269e+00,      1.380069e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380069e+00,      1.380069e+00,  6.48850644e+01,   0.000000e+00,  4.497793e+00,  1.427250e+04, -4.016904e+03,     0.000000e+00,1,0,1
     2352854,  4266599728,          9.964544e+01,            9.734219e+01,        2.311453e-02,   2.360594e+04,     4.123630e+00,        3.958948e+00,    3.293613e-01,  4.686021e+00,         1,1,    9.852565e+00,  8.261118e+00,      1.899684e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.909469e+00,      2.909469e+00,  2.86986331e+01,   0.000000e+00,  1.253065e+01,  6.195609e+03, -1.948371e+02,     0.000000e+00,1,0,1
     2376989,  4266599731,          2.662592e+02,            2.445365e+02,        8.158489e-02,   1.541903e+05,     1.585939e+00,        5.251334e+00,    8.417515e-01,  4.103482e+00,         1,1,    3.651434e+00,  2.214061e+01,      2.473201e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.473201e+00,      3.651434e+00,  1.53536451e+01,   0.000000e+00,  1.387802e+00,  2.067719e+02, -3.825811e+02,     0.000000e+00,0,1,1
     2384440,  4266599734,          5.406722e+02,            5.267917e+02,        2.567275e-02,   2.360033e+04,     2.232137e+01,        6.233283e+00,   -4.615738e-01,  3.243563e+00,         1,1,    8.990362e+00,  7.669755e+00,      1.650621e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.587198e+00,      2.587198e+00,  3.39349339e+01,   0.000000e+00,  8.507038e+02,  5.701143e+03, -6.679244e+00,     0.000000e+00,1,0,1
     2390297,  4266599735,          7.487958e+01,            7.487958e+01,        0.000000e+00,   1.462642e+04,     5.119475e+00,        1.411169e+00,   -1.205950e+00,  3.948509e+00,         2,1,    6.558737e+00,  3.665954e+00,      1.380462e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380462e+00,      1.380462e+00,  6.51219038e+01,   0.000000e+00,  4.842937e+01,  9.109492e+03, -1.850330e+02,     0.000000e+00,1,0,1
     2414131,  4266599737,          5.933686e+02,            5.772211e+02,        2.721322e-02,   3.422574e+04,     1.686512e+01,        6.067288e+00,    2.952317e-01,  4.435995e+00,         1,1,    1.255004e+01,  1.209915e+01,      2.717742e+00,  1.368427e+00,0,             13,              1,                   5,                   4,   3.968517e+00,      3.968517e+00,  1.90994879e+01,   0.000000e+00,  1.814281e+02,  4.010670e+03, -7.952984e+00,     0.000000e+00,1,0,1
     2424844,  4266599738,          2.743921e+02,            2.675315e+02,        2.500290e-02,   3.957533e+04,     6.760057e+00,        2.238608e+00,   -3.644792e-01,  6.195338e+00,         1,1,    9.199071e+00,  1.097396e+00,      1.710581e+00,  1.277584e+00,0,             13,              2,                   5,                   7,   2.664423e+00,      2.664423e+00,  7.70210431e+01,   0.000000e+00,  2.553452e+02,  1.253023e+03, -4.913640e+00,     0.000000e+00,1,0,1
     2432393,  4266599739,          8.304858e+01,            8.304858e+01,        0.000000e+00,   9.400679e+04,     8.834317e-01,        5.484170e+00,   -9.767822e-01,  2.825307e+00,         2,0,    2.151045e+00,  1.370782e+01,      1.380030e+00,  1.260000e+00,1,             13,              1,                   8,                   1,   1.380030e+00,      2.151045e+00,  2.96447440e+01,   0.000000e+00,  1.993966e-01,  3.420374e+02,  3.083212e+02,     6.024696e+00,0,1,0
     2838668,  4266599740,          5.493842e+02,            5.357964e+02,        2.473272e-02,   2.285612e+04,     2.344215e+01,        9.750099e-01,    1.249802e-01,  2.870355e+00,         1,1,    1.233628e+01,  7.298843e+00,      2.650861e+00,  1.340633e+00,0,             13,              1,                   5,                   1,   3.881998e+00,      3.881998e+00,  1.96262462e+01,   0.000000e+00,  1.103380e+03,  7.163887e+03, -6.243841e+00,     0.000000e+00,1,0,1
     2846121,  4266599741,          2.966875e+01,            2.966875e+01,        0.000000e+00,   1.953459e+04,     1.518780e+00,        2.579461e+00,    1.532372e+00,  7.350598e-01,         2,1,    7.951172e+00,  5.079078e+00,      1.380387e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.210589e+00,      2.210589e+00,  4.29959922e+01,   0.000000e+00,  5.973665e+00,  6.508250e+03, -1.308197e+03,     0.000000e+00,1,0,1
     2867556,  4266599744,          5.942342e+02,            4.935810e+02,        1.693831e-01,   1.146033e+05,     4.306866e+00,        6.556200e-01,    7.925983e-01,  5.875138e+00,         1,1,    4.704851e+00,  1.470101e+01,      3.287325e+00,  1.601341e+00,1,             13,              1,                   8,                   1,   3.287325e+00,      4.704851e+00,  1.18596645e+01,   0.000000e+00,  2.803846e+01,  2.816169e+02, -1.010187e+01,     0.000000e+00,0,1,1
     2877787,  4266599747,          1.612201e+01,            1.612201e+01,        0.000000e+00,   4.065226e+04,     3.965833e-01,        5.717283e+00,    5.312002e-01,  4.610305e+00,         2,0,    2.096572e+00,  1.111877e+01,      1.381552e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.381552e+00,      2.096572e+00,  3.10914983e+01,   0.000000e+00,  3.599655e-01,  1.524155e+03,  1.816823e+03,     2.714639e+00,0,1,0
     2877787,  4266599747,          1.296811e+02,            1.178785e+02,        9.101301e-02,   9.767838e+04,     1.206802e+00,        1.890349e+00,   -2.801722e-01,  3.448263e+00,         1,0,    3.397488e+00,  1.260000e+00,      2.276730e+00,  1.277584e+00,1,             13,              2,                   8,                  13,   2.276730e+00,      3.397488e+00,  3.39917022e+01,   0.000000e+00,  8.071028e-01,  9.304109e+01,  6.002074e+01,     4.011056e+01,0,1,0
     2890172,  4266599748,          4.893445e+01,            4.893445e+01,        0.000000e+00,   2.383679e+04,     2.052896e+00,        5.184329e+00,    3.324302e-02,  3.966654e+00,         2,1,    7.747645e+00,  4.956244e+00,      1.380943e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.138450e+00,      2.138450e+00,  4.52988389e+01,   0.000000e+00,  1.400156e+00,  4.261487e+03, -1.436643e+03,     0.000000e+00,1,0,1
     2975447,  4266599753,          3.722552e+02,            2.613269e+02,        2.979899e-01,   1.123786e+05,     2.325416e+00,        1.157070e+00,   -3.375072e-01,  1.634912e+00,         1,1,    6.868043e+00,  3.089360e+01,      4.963672e+00,  2.493067e+00,1,             13,              1,                   8,                   1,   4.963672e+00,      6.868043e+00,  8.51559816e+00,   0.000000e+00,  2.902317e+00,  5.699069e+02, -1.156189e+02,     0.000000e+00,0,1,1
     2977812,  4266599754,          2.456872e+02,            2.037311e+02,        1.707707e-01,   6.278243e+04,     3.245033e+00,        4.067551e+00,   -2.952167e-01,  1.916262e+00,         1,1,    2.371161e+00,  6.595457e+00,      1.483052e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.483052e+00,      2.371161e+00,  2.61347477e+01,   0.000000e+00,  3.145809e+00,  4.335832e+02, -4.962579e+01,     0.000000e+00,0,1,1
     2981769,  4266599755,          3.600065e+02,            3.528887e+02,        1.977130e-02,   3.830435e+04,     9.212757e+00,        6.922519e-01,    2.283135e-01,  4.070468e+00,         1,1,    1.131567e+01,  4.907862e+00,      2.336210e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.474863e+00,      3.474863e+00,  2.25910495e+01,   0.000000e+00,  1.095813e+02,  2.107508e+03, -1.080479e+01,     0.000000e+00,1,0,1
     3002680,  4266599758,          2.784702e+02,            0.000000e+00,        1.000000e+00,   2.948314e+04,     0.000000e+00,        1.266996e+00,    5.831672e-04,  1.921552e+00,         1,0,    4.416100e+01,  3.682216e+01,      1.587116e+01,  3.974490e+01,0,             14,              1,                   5,                   1,   1.994751e+01,      1.994751e+01,  5.09879539e+00,   0.000000e+00,  5.767624e-02,  1.775690e+04,  1.884374e+04,     7.731882e-01,1,0,0
     3002680,  4266599758,          3.992901e+02,            0.000000e+00,        1.000000e+00,   2.911428e+04,     0.000000e+00,        5.573950e+00,   -7.424477e-01,  2.876507e+00,         1,0,    3.682216e+01,  3.974490e+01,      1.209298e+01,  3.313994e+01,0,             14,              2,                   5,                  14,   1.579732e+01,      1.579732e+01,  5.72169374e+00,   5.767624e-02,  1.042563e-01,  1.884374e+04,  1.994670e+04,     7.635150e-01,1,0,0
     3022438,  4266599760,          3.703013e+01,            3.703013e+01,        0.000000e+00,   1.577710e+04,     2.347081e+00,        1.373935e+00,   -1.836582e-01,  1.113429e+00,         2,1,    7.184269e+00,  2.640143e+00,      1.380618e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380618e+00,      1.380618e+00,  5.35698560e+01,   0.000000e+00,  1.451116e+01,  7.522671e+03, -3.851990e+02,     0.000000e+00,1,0,1
     3849675,  4266599765,          5.559468e+02,            0.000000e+00,        1.000000e+00,   9.602523e+04,     0.000000e+00,        4.377829e+00,    2.467944e-01,  3.946267e+00,         1,0,    1.677359e+01,  4.610337e+01,      1.264043e+01,  1.509623e+01,1,             14,              1,                   8,                   1,   1.264043e+01,      1.677359e+01,  5.00116726e+00,   0.000000e+00,  2.740800e-02,  1.299693e+03,  1.336319e+03,     1.929763e+00,0,1,0
     3849675,  4266599765,          6.303655e+02,            0.000000e+00,        1.000000e+00,   1.278867e+05,     0.000000e+00,        5.754220e-01,    2.224704e-02,  2.153007e+00,         1,0,    1.721135e+01,  1.509623e+01,      1.302294e+01,  1.549022e+01,1,             14,              2,                   8,                  14,   1.302294e+01,      1.721135e+01,  5.75786961e+00,   2.740800e-02,  8.208542e-02,  3.944014e+02,  4.191058e+02,     3.362603e+00,0,1,0
     4288205,  4266599769,          2.601804e+02,            2.527026e+02,        2.874089e-02,   2.426564e+04,     1.041401e+01,        5.637390e+00,    8.424161e-01,  1.761957e+00,         1,1,    8.158726e+00,  1.724566e+00,      1.418594e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.284719e+00,      2.284719e+00,  4.08620305e+01,   0.000000e+00,  2.638885e+02,  3.199177e+03, -9.149640e+00,     0.000000e+00,1,0,1
     4319021,  4266599773,          8.986658e+01,            8.802857e+01,        2.045270e-02,   2.108594e+04,     4.174751e+00,        1.617107e+00,   -1.356641e+00,  6.093972e+00,         1,1,    1.097866e+01,  5.279434e+00,      2.235058e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.342666e+00,      3.342666e+00,  2.37686564e+01,   0.000000e+00,  4.898090e+01,  6.969530e+03, -1.451540e+02,     0.000000e+00,1,0,1
     4359516,  4266599780,          1.818895e+02,            1.425337e+02,        2.163719e-01,   2.281271e+04,     6.247996e+00,        8.108472e-01,   -8.332828e-01,  1.986594e+00,         1,1,    1.878273e+01,  1.055017e+01,      4.862584e+00,  4.574494e+00,0,             14,              1,                   5,                   1,   6.658223e+00,      6.658223e+00,  1.08428705e+01,   0.000000e+00,  5.413485e+01,  1.074290e+04, -1.555444e+02,     0.000000e+00,1,0,1
     4364333,  4266599781,          1.929454e+02,            1.875802e+02,        2.780712e-02,   4.156787e+04,     4.512624e+00,        5.800818e+00,   -6.307384e-01,  4.031158e+00,         1,1,    8.392404e+00,  9.760281e-01,      1.421822e+00,  1.277584e+00,0,             13,              2,                   5,                  11,   2.290782e+00,      2.290782e+00,  7.46842712e+01,   0.000000e+00,  4.967196e+01,  1.033407e+03, -1.525784e+01,     0.000000e+00,1,0,0
     4380503,  4266599783,          5.075376e+01,            5.075376e+01,        0.000000e+00,   2.433699e+04,     2.085457e+00,        5.654012e+00,   -4.489726e-01,  3.947409e+00,         2,1,    1.811527e+00,  5.955008e+00,      1.381572e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.381572e+00,      1.811527e+00,  5.92863419e+01,   0.000000e+00,  1.391892e+00,  2.499271e+03, -2.611771e+03,     0.000000e+00,0,1,1
     4406658,  4266599786,          6.278566e+02,            5.334463e+02,        1.503692e-01,   2.424264e+04,     2.200447e+01,        4.051314e+00,   -5.559765e-01,  2.023175e+00,         1,1,    4.422771e+00,  1.340526e+01,      3.069211e+00,  1.512933e+00,1,             13,              1,                   8,                   1,   3.069211e+00,      4.422771e+00,  1.67966221e+01,   0.000000e+00,  3.525403e+02,  5.781808e+03, -1.035592e+01,     0.000000e+00,0,1,1
     4446686,  4266599790,          4.616572e+01,            4.616572e+01,        0.000000e+00,   1.186032e+04,     3.892453e+00,        2.936241e+00,    4.590580e-01,  6.739394e-01,         2,1,    7.991978e+00,  7.720650e+00,      1.382975e+00,  1.260000e+00,0,             13,              1,                   5,                   4,   2.225119e+00,      2.225119e+00,  4.25592896e+01,   0.000000e+00,  3.251379e+01,  2.129003e+04, -5.947084e+02,     0.000000e+00,1,0,1
     4456340,  4266599792,          3.240343e+02,            3.170949e+02,        2.141573e-02,   1.709921e+04,     1.854442e+01,        1.768296e+00,    8.037098e-02,  2.358318e+00,         1,1,    1.053893e+01,  1.040621e+01,      2.102246e+00,  1.277584e+00,0,             13,              1,                   5,                   4,   3.171915e+00,      3.171915e+00,  2.54913701e+01,   0.000000e+00,  3.894189e+02,  1.365373e+04, -2.398249e+01,     0.000000e+00,1,0,1
     4464669,  4266599793,          5.465313e+01,            5.465313e+01,        0.000000e+00,   3.174998e+04,     1.721360e+00,        5.139590e+00,   -5.669234e-02,  9.523514e-01,         2,1,    1.843794e+00,  9.640381e+00,      1.380521e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.380521e+00,      1.843794e+00,  3.76196516e+01,   0.000000e+00,  4.358090e+00,  2.171365e+03, -5.079416e+02,     0.000000e+00,0,1,1
     4478451,  4266599795,          9.786979e+01,            9.512746e+01,        2.802014e-02,   2.677331e+04,     3.553070e+00,        1.221099e+00,   -4.323456e-01,  1.427288e+00,         1,1,    8.337723e+00,  6.789929e+00,      1.468525e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.349096e+00,      2.349096e+00,  3.91715599e+01,   0.000000e+00,  1.439726e+01,  4.022418e+03, -1.591291e+02,     0.000000e+00,1,0,1
     4484136,  4266599796,          5.656401e+01,            5.656401e+01,        0.000000e+00,   4.376783e+04,     1.292365e+00,        5.466256e+00,   -1.256457e+00,  4.133366e+00,         2,1,    7.748306e+00,  8.840818e-01,      1.380059e+00,  1.260000e+00,0,             13,              2,                   5,                  11,   2.138683e+00,      2.138683e+00,  7.36011577e+01,   0.000000e+00,  7.790488e+00,  8.588966e+02, -1.228755e+02,     0.000000e+00,1,0,0
     4504975,  4266599799,          3.404735e+02,            1.517024e+02,        5.544370e-01,   2.641217e+04,     5.743654e+00,        4.880961e+00,    8.089511e-01,  4.117409e+00,         1,1,    2.522711e+01,  1.350871e+01,      7.548616e+00,  1.314957e+01,0,             14,              1,                   5,                   1,   9.722583e+00,      9.722583e+00,  7.84044072e+00,   0.000000e+00,  3.342223e+01,  1.058338e+04, -2.585676e+02,     0.000000e+00,1,0,1
     4599095,  4266599805,          2.698414e+02,            2.523146e+02,        6.495226e-02,   2.151122e+04,     1.172944e+01,        1.000909e+00,    6.488070e-01,  7.986363e-01,         1,1,    1.527481e+01,  4.625456e+00,      3.599260e+00,  1.928703e+00,0,             13,              1,                   5,                   1,   5.106580e+00,      5.106580e+00,  1.42484318e+01,   0.000000e+00,  3.855168e+02,  8.196881e+03, -1.788291e+01,     0.000000e+00,1,0,1
     4613086,  4266599808,          3.792693e+02,            3.364093e+02,        1.130068e-01,   1.582099e+05,     2.126348e+00,        5.793609e+00,   -2.306063e-01,  5.536540e+00,         1,1,    2.969806e+00,  6.897630e+00,      1.945777e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.945777e+00,      2.969806e+00,  1.94282120e+01,   0.000000e+00,  8.197990e+00,  7.513754e+01, -9.017974e+00,     0.000000e+00,0,1,1
     4639209,  4266599811,          2.011792e+02,            1.964062e+02,        2.372502e-02,   2.592969e+04,     7.574567e+00,        3.182100e+00,    5.963162e-02,  1.561975e+00,         1,1,    9.629919e+00,  1.933918e+00,      1.838072e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.825439e+00,      2.825439e+00,  2.99044460e+01,   0.000000e+00,  3.176563e+01,  3.278137e+03, -1.570959e+01,     0.000000e+00,1,0,1
     4652699,  4266599813,          5.301296e+01,            5.301296e+01,        0.000000e+00,   4.451472e+04,     1.190909e+00,        1.290578e+00,   -5.628422e-01,  1.952784e+00,         2,0,    1.946631e+00,  8.869185e+00,      1.381651e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.381651e+00,      1.946631e+00,  3.45396683e+01,   0.000000e+00,  9.021308e-01,  1.040332e+03,  4.737191e+03,     6.270637e+00,0,1,0
     4668355,  4266599817,          2.593451e+02,            1.620634e+02,        3.751052e-01,   2.879466e+05,     5.628245e-01,        4.654656e-01,   -4.616775e-01,  4.838447e+00,         1,0,    1.733184e+00,  3.040760e+00,      1.733184e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.733184e+00,      2.809861e+00,  2.08823601e+01,   0.000000e+00,  9.518572e-01,  1.335160e+01,  2.280992e+02,     7.574615e+01,0,1,0
