    INT     ,    INT     ,        FLOAT         ,         FLOAT          ,       FLOAT        ,     FLOAT     ,      FLOAT      ,       FLOAT        ,     FLOAT      ,    FLOAT     ,   INT    , BOOL  ,     FLOAT      ,    FLOAT     ,      FLOAT       ,    FLOAT     ,       BOOL        ,      INT      ,      INT      ,        INT         ,        INT         ,     FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      BOOL      ,      BOOL      ,   BOOL   
      860274,   454911582,          6.960633e+01,            6.960633e+01,        0.000000e+00,   1.734231e+04,     4.013671e+00,        2.902465e+00,    5.438769e-01,  5.356606e+00,         2,1,    1.668817e+00,  6.013049e+00,      1.381331e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.381331e+00,      1.668817e+00,  6.81538194e+01,   0.000000e+00,  1.721813e+01,  4.868249e+03, -2.383062e+02,     0.000000e+00,0,1,1
      869284,   454911584,          1.051301e+02,            1.051301e+02,        0.000000e+00,   4.655693e+04,     2.258097e+00,        4.703905e+00,    2.358995e-01,  5.652838e+00,         2,1,    2.204680e+00,  5.317120e+00,      1.380191e+00,  1.260000e+00,1,             13,              1,                   8,                   1,   1.380191e+00,      2.204680e+00,  2.90318477e+01,   0.000000e+00,  9.128944e+00,  6.614134e+02, -7.323203e+01,     0.000000e+00,0,1,1
     1325104,   454911592,          4.825334e+02,            4.694519e+02,        2.710997e-02,   4.025513e+04,     1.166191e+01,        3.582166e+00,   -6.057266e-01,  5.889529e+00,         1,1,    8.577360e+00,  1.047202e+00,      1.534360e+00,  1.277584e+00,0,             13,              2,                   5,                  11,   2.435915e+00,      2.435915e+00,  5.61005763e+01,   0.000000e+00,  6.109005e+02,  1.132031e+03, -1.772989e+00,     0.000000e+00,1,0,0
     1756741,   454911595,          3.238895e+02,            3.151304e+02,        2.704350e-02,   3.910650e+04,     8.058260e+00,        2.593308e+00,   -2.178571e-01,  1.471616e+00,         1,1,    8.595491e+00,  2.652983e+00,      1.538150e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.442513e+00,      2.442513e+00,  3.69420757e+01,   0.000000e+00,  5.823961e+01,  1.401895e+03, -7.333890e+00,     0.000000e+00,1,0,1
     1762526,   454911596,          5.484432e+02,            4.349842e+02,        2.068746e-01,   2.591745e+04,     1.678345e+01,        4.625548e+00,   -3.472654e-01,  4.483922e-01,         1,1,    5.364969e+00,  1.311939e+01,      3.797731e+00,  1.876769e+00,1,             13,              1,                   8,                   1,   3.797731e+00,      5.364969e+00,  1.35180237e+01,   0.000000e+00,  3.525531e+02,  5.244931e+03, -1.374828e+01,     0.000000e+00,0,1,1
     1972851,   454911603,          2.938993e+02,            2.864946e+02,        2.519454e-02,   1.955382e+04,     1.465160e+01,        5.525476e-02,   -9.667859e-01,  2.409888e+00,         1,1,    9.138229e+00,  6.595772e+00,      1.693166e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.641858e+00,      2.641858e+00,  3.29189435e+01,   0.000000e+00,  3.731647e+02,  7.843251e+03, -1.940223e+01,     0.000000e+00,1,0,1
     1997509,   454911607,          3.968325e+02,            3.888766e+02,        2.004836e-02,   2.846497e+04,     1.366159e+01,        4.803138e+00,   -7.973155e-01,  5.994534e+00,         1,1,    1.117588e+01,  9.286211e+00,      2.296236e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.419889e+00,      3.419889e+00,  2.30659766e+01,   0.000000e+00,  3.907060e+02,  4.813361e+03, -1.212732e+01,     0.000000e+00,1,0,1
     2139769,   454911613,          4.019453e+02,            1.606880e+02,        6.002242e-01,   1.509930e+05,     1.064208e+00,        2.517087e+00,   -1.219965e+00,  4.233037e+00,         1,1,    1.046761e+01,  1.099535e+01,      7.743004e+00,  6.158337e+00,1,             14,              1,                   8,                   1,   7.743004e+00,      1.046761e+01,  6.38719113e+00,   0.000000e+00,  1.233064e+00,  1.794303e+02, -7.289550e+02,     0.000000e+00,0,1,1
     2161856,   454911616,          5.535581e+02,            5.411193e+02,        2.247056e-02,   4.002341e+04,     1.352007e+01,        3.688727e+00,    2.365343e-01,  4.880141e+00,         1,1,    1.010053e+01,  5.351469e+00,      1.972249e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.003699e+00,      3.003699e+00,  2.74575136e+01,   0.000000e+00,  1.435406e+02,  1.838555e+03, -4.210670e+00,     0.000000e+00,1,0,1
     2168061,   454911617,          6.279994e+01,            6.279994e+01,        0.000000e+00,   3.375252e+04,     1.860600e+00,        9.739098e-01,    9.763008e-01,  5.417251e+00,         2,1,    7.855245e+00,  1.238640e+00,      1.382148e+00,  1.260000e+00,0,             13,              2,                   5,                  11,   2.176519e+00,      2.176519e+00,  5.88162284e+01,   0.000000e+00,  1.903302e+01,  1.521447e+03, -7.943282e+01,     0.000000e+00,1,0,0
     2181651,   454911619,          6.377582e+02,            6.217343e+02,        2.512530e-02,   1.713079e+04,     3.629338e+01,        4.626085e-01,   -8.041307e-01,  7.379662e-01,         1,1,    9.160104e+00,  8.448123e+00,      1.698886e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.649966e+00,      2.649966e+00,  3.27731154e+01,   0.000000e+00,  2.177976e+03,  1.143617e+04, -4.663931e+00,     0.000000e+00,1,0,1
     2600034,   454911622,          5.892393e+02,            3.432114e+02,        4.175348e-01,   3.793542e+05,     9.047256e-01,        1.067654e-01,   -7.418358e-01,  7.616385e-01,         1,1,    8.371127e+00,  8.008864e+00,      6.132301e+00,  3.879619e+00,1,             14,              1,                   8,                   1,   6.132301e+00,      8.371127e+00,  7.34865627e+00,   0.000000e+00,  2.739603e+00,  2.169421e+01, -1.181782e+01,     0.000000e+00,0,1,1
     2675197,   454911625,          3.336875e+02,            3.265090e+02,        2.151289e-02,   3.635382e+04,     8.981421e+00,        2.553338e+00,   -4.587020e-01,  1.949697e+00,         1,1,    1.206347e+01,  6.172222e+00,      2.567409e+00,  1.305818e+00,0,             13,              1,                   5,                   1,   3.772193e+00,      3.772193e+00,  2.03418096e+01,   0.000000e+00,  9.374301e+01,  2.629917e+03, -1.440106e+01,     0.000000e+00,1,0,1
     2962895,   454911629,          3.551474e+02,            3.477431e+02,        2.084853e-02,   3.252350e+04,     1.069206e+01,        1.811411e+00,    1.883940e-02,  4.638970e+00,         1,1,    1.199988e+01,  1.027930e+01,      2.550323e+00,  1.298671e+00,0,             13,              1,                   5,                   1,   3.746701e+00,      3.746701e+00,  2.05162513e+01,   0.000000e+00,  6.113660e+00,  4.014439e+03, -1.850914e+01,     0.000000e+00,1,0,1
     2970340,   454911630,          2.228791e+02,            1.950045e+02,        1.250662e-01,   1.225850e+05,     1.590769e+00,        5.969213e+00,    8.486659e-02,  3.273120e+00,         1,0,    4.109917e+00,  1.930104e+01,      2.827865e+00,  1.413982e+00,1,             13,              1,                   8,                   1,   2.827865e+00,      4.109917e+00,  1.35727170e+01,   0.000000e+00,  6.259054e-01,  2.969370e+02,  1.901389e+02,     2.073303e+00,0,1,0
     3123489,   454911631,          4.592115e+02,            4.492085e+02,        2.178297e-02,   4.151634e+04,     1.082004e+01,        5.119429e+00,    2.495807e-01,  5.173273e+00,         1,1,    1.208917e+01,  1.163033e+01,      2.574397e+00,  1.308739e+00,0,             13,              1,                   5,                   4,   3.782509e+00,      3.782509e+00,  2.02721228e+01,   0.000000e+00,  1.290153e+02,  2.622934e+03, -1.132799e+01,     0.000000e+00,1,0,1
     3164209,   454911635,          1.543801e+02,            1.402446e+02,        9.156269e-02,   2.530103e+05,     5.543039e-01,        4.977824e+00,   -6.793366e-01,  7.778925e-01,         1,1,    3.384296e+00,  5.642017e+00,      2.266311e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.266311e+00,      3.384296e+00,  1.67119584e+01,   0.000000e+00,  1.486523e+00,  2.687533e+01, -5.303471e+01,     0.000000e+00,0,1,1
     3370677,   454911641,          1.464127e+02,            1.001627e+02,        3.158875e-01,   1.348551e+05,     7.427433e-01,        4.986072e+00,   -1.390864e+00,  1.729270e+00,         1,1,    7.115131e+00,  9.458302e+00,      5.153247e+00,  2.621505e+00,1,             13,              1,                   8,                   1,   5.153247e+00,      7.115131e+00,  8.30884456e+00,   0.000000e+00,  1.070533e+00,  1.736991e+02, -2.435495e+03,     0.000000e+00,0,1,1
     3813476,   454911646,          4.522112e+02,            3.986405e+02,        1.184641e-01,   1.389565e+05,     2.868815e+00,        2.875825e+00,    3.631055e-01,  3.470605e+00,         1,1,    2.888276e+00,  2.958481e+01,      1.882985e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.882985e+00,      2.888276e+00,  1.08383731e+01,   0.000000e+00,  3.080739e+00,  3.205426e+02, -1.351889e+02,     0.000000e+00,0,1,1
     3994237,   454911649,          1.935455e+02,            1.745031e+02,        9.838703e-02,   7.789597e+04,     2.240208e+00,        8.715577e-01,   -5.467339e-01,  4.254319e+00,         1,1,    3.232788e+00,  1.383759e+01,      2.148988e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.148988e+00,      3.232788e+00,  1.78749503e+01,   0.000000e+00,  2.344714e+00,  5.362078e+02, -1.858205e+02,     0.000000e+00,0,1,1
     4012376,   454911652,          4.357080e+02,            4.116204e+02,        5.528373e-02,   1.988000e+04,     2.070525e+01,        2.167726e+00,   -2.056078e-01,  3.248553e+00,         1,1,    1.500743e+01,  9.721738e+00,      3.515045e+00,  1.811644e+00,0,             13,              1,                   5,                   1,   4.992149e+00,      4.992149e+00,  1.46090152e+01,   0.000000e+00,  8.289002e+02,  1.192605e+04, -1.431820e+01,     0.000000e+00,1,0,1
     4028662,   454911654,          6.960676e+02,            6.803124e+02,        2.263453e-02,   3.820597e+04,     1.780644e+01,        5.723671e+00,    8.795616e-01,  3.553591e+00,         1,1,    1.003606e+01,  1.186577e+00,      1.952986e+00,  1.277584e+00,0,             13,              2,                   5,                  11,   2.979133e+00,      2.979133e+00,  4.65263852e+01,   0.000000e+00,  1.304989e+03,  1.465387e+03, -1.083984e+00,     0.000000e+00,1,0,0
     4468187,   454911659,          5.372970e+02,            0.000000e+00,        1.000000e+00,   7.360591e+04,     0.000000e+00,        5.212713e+00,   -6.773315e-02,  3.722286e+00,         1,0,    1.611311e+01,  2.069842e+01,      1.211841e+01,  1.450180e+01,1,             14,              1,                   8,                   1,   1.211841e+01,      1.611311e+01,  5.10273246e+00,   0.000000e+00,  4.577560e-02,  1.295026e+03,  1.357150e+03,     1.894524e+00,0,1,0
     4468187,   454911659,          4.416096e+02,            3.338524e+02,        2.440101e-01,   7.301700e+05,     4.572256e-01,        5.280986e+00,    3.779527e-01,  1.263867e-01,         1,1,    6.061864e+00,  1.450180e+01,      4.337525e+00,  2.123689e+00,1,             13,              2,                   8,                  14,   4.337525e+00,      6.061864e+00,  9.90256735e+00,   0.000000e+00,  1.537680e+00,  7.351440e+00, -1.365676e+01,     0.000000e+00,0,1,0
     4560337,   454911661,          5.651005e+02,            3.946599e+02,        3.016112e-01,   1.826057e+05,     2.161268e+00,        3.221909e+00,   -8.075302e-01,  4.752663e+00,         1,1,    6.919443e+00,  2.245567e+01,      5.002688e+00,  2.518989e+00,1,             13,              1,                   8,                   1,   5.002688e+00,      6.919443e+00,  8.43456641e+00,   0.000000e+00,  4.600462e+00,  1.679078e+02, -3.489491e+01,     0.000000e+00,0,1,1
     4652426,   454911670,          3.819740e+02,            3.392521e+02,        1.118450e-01,   1.390986e+05,     2.438932e+00,        1.228360e+00,   -2.028290e-01,  5.940352e+00,         1,1,    2.988189e+00,  4.071970e+00,      1.960197e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.960197e+00,      2.988189e+00,  1.94795287e+01,   0.000000e+00,  1.370787e+01,  6.954865e+01, -5.305425e+00,     0.000000e+00,0,1,1
     4697929,   454911677,          2.304991e+02,            2.239173e+02,        2.855479e-02,   3.861251e+04,     5.799087e+00,        1.283556e+00,   -1.714063e-01,  4.338343e+00,         1,1,    8.204078e+00,  2.011405e+00,      1.429320e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.300991e+00,      2.300991e+00,  4.04210692e+01,   0.000000e+00,  2.495364e+01,  1.305939e+03, -1.410481e+01,     0.000000e+00,1,0,1
     4703574,   454911678,          2.391406e+02,            1.160198e+02,        5.148470e-01,   8.553586e+04,     1.356387e+00,        3.729577e+00,   -1.079655e-01,  3.190354e+00,         1,0,    9.501410e+00,  2.109941e+01,      7.007645e+00,  5.013888e+00,1,             14,              1,                   8,                   1,   7.007645e+00,      9.501410e+00,  6.77567714e+00,   0.000000e+00,  8.344614e-01,  7.971803e+02,  4.358809e+02,     1.227079e+01,0,1,0
     4703574,   454911678,          3.092272e+02,            2.359724e+02,        2.368963e-01,   2.786958e+05,     8.467025e-01,        2.511125e+00,   -1.024377e+00,  1.036199e+00,         1,1,    5.943225e+00,  5.013915e+00,      4.245125e+00,  2.076556e+00,1,             13,              2,                   8,                  14,   4.245125e+00,      5.943225e+00,  1.04760935e+01,   8.344614e-01,  1.642773e+00,  3.083473e+01, -1.824134e+01,     0.000000e+00,0,1,0
     5102801,   454911681,          1.719346e+02,            1.515147e+02,        1.187654e-01,   1.550824e+05,     9.769948e-01,        2.921805e+00,   -6.938025e-01,  2.420931e+00,         1,0,    2.883993e+00,  1.938196e+01,      1.879511e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.879511e+00,      2.883993e+00,  2.00906996e+01,   0.000000e+00,  5.531920e-01,  1.764560e+02,  1.589651e+02,     9.183883e+00,0,1,0
     5511904,   454911682,          3.745132e+02,            3.314527e+02,        1.149775e-01,   2.048283e+05,     1.618197e+00,        5.432883e+00,    1.843683e-01,  2.510887e+00,         1,0,    2.939471e+00,  6.003592e+00,      1.922715e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.922715e+00,      2.939471e+00,  1.96405665e+01,   0.000000e+00,  9.231793e-01,  4.062808e+01,  5.710719e+01,     3.832888e+01,0,1,0
     5515259,   454911683,          3.521032e+01,            3.521032e+01,        0.000000e+00,   1.448809e+04,     2.430294e+00,        2.838526e+00,   -5.516332e-01,  2.060405e+00,         2,1,    6.784592e+00,  2.059047e+00,      1.380278e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380278e+00,      1.380278e+00,  6.05316891e+01,   0.000000e+00,  7.035359e+00,  8.030242e+03, -7.160415e+02,     0.000000e+00,1,0,1
     6527500,   454911688,          5.182089e+02,            4.591269e+02,        1.140119e-01,   9.768512e+04,     4.700070e+00,        1.941175e+00,    2.027681e-01,  1.416872e+00,         1,1,    2.954203e+00,  1.034248e+01,      1.933877e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.933877e+00,      2.954203e+00,  1.96139135e+01,   0.000000e+00,  1.069537e+01,  2.655868e+02, -1.020009e+01,     0.000000e+00,0,1,1
     6536898,   454911690,          3.395688e+02,            3.007237e+02,        1.143954e-01,   1.966341e+04,     1.529357e+01,        1.721969e+00,   -3.309715e-01,  6.234804e+00,         1,1,    2.948322e+00,  8.313163e+00,      1.929291e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.929291e+00,      2.948322e+00,  2.81766676e+01,   0.000000e+00,  3.084524e+02,  5.551340e+03, -1.803913e+01,     0.000000e+00,0,1,1
     6550752,   454911692,          6.925483e+02,            5.424672e+02,        2.167084e-01,   3.766722e+05,     1.440157e+00,        1.161384e+00,    2.450980e-01,  3.168739e-01,         1,1,    5.570064e+00,  6.239008e+00,      3.957307e+00,  1.942392e+00,1,             13,              1,                   8,                   1,   3.957307e+00,      5.570064e+00,  1.01138228e+01,   0.000000e+00,  7.150579e+00,  1.586385e+01, -2.530316e+00,     0.000000e+00,0,1,1
     6639440,   454911694,          2.542069e+02,            2.485325e+02,        2.232187e-02,   1.788954e+04,     1.389262e+01,        4.856793e+00,    1.123023e+00,  4.310700e+00,         1,1,    1.015982e+01,  5.928101e+00,      1.991605e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.026329e+00,      3.026329e+00,  2.71756700e+01,   0.000000e+00,  3.860082e+02,  9.581243e+03, -2.277734e+01,     0.000000e+00,1,0,1
     6645505,   454911695,          5.103247e+01,            5.103247e+01,        0.000000e+00,   1.451087e+04,     3.516844e+00,        1.397904e-01,    6.267008e-01,  2.086538e+00,         2,1,    8.037394e+00,  5.177937e+00,      1.383129e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.241316e+00,      2.241316e+00,  4.20809371e+01,   0.000000e+00,  1.339476e+01,  1.196220e+04, -6.080280e+02,     0.000000e+00,1,0,1
     7533324,   454911702,          5.283665e+02,            4.554094e+02,        1.380804e-01,   1.870316e+04,     2.434933e+01,        6.909108e-01,   -5.482980e-01,  3.535259e+00,         1,1,    1.711728e+01,  3.509840e+00,      4.219657e+00,  2.867406e+00,0,             13,              1,                   5,                   1,   5.910242e+00,      5.910242e+00,  1.22039362e+01,   0.000000e+00,  1.689978e+03,  1.123902e+04, -6.262042e+00,     0.000000e+00,1,0,1
     7538333,   454911703,          4.323340e+02,            3.566186e+02,        1.751317e-01,   1.296159e+05,     2.751348e+00,        9.930630e-01,   -8.855392e-02,  6.046268e+00,         1,1,    2.341997e+00,  1.146083e+00,      1.460370e+00,  1.277584e+00,1,             13,              2,                   8,                  11,   1.460370e+00,      2.341997e+00,  4.63926526e+01,   0.000000e+00,  1.871739e+01,  3.957215e+01, -2.198261e+00,     0.000000e+00,0,1,0
     7546846,   454911704,          3.762131e+02,            1.098985e+02,        7.078823e-01,   1.052699e+05,     1.043969e+00,        5.717576e+00,   -1.004088e+00,  3.160739e-01,         1,1,    1.161905e+01,  1.279726e+01,      8.642299e+00,  7.770496e+00,1,             14,              1,                   8,                   1,   8.642299e+00,      1.161905e+01,  6.01815281e+00,   0.000000e+00,  2.734195e+00,  4.199443e+02, -2.405631e+02,     0.000000e+00,0,1,1
     7628312,   454911708,          9.078933e+01,            6.267324e+01,        3.096850e-01,   8.846914e+05,     7.084192e-02,        4.745487e+00,    9.199026e-01,  5.985768e+00,         1,0,    3.926336e+00,  6.570366e+00,      3.926336e+00,  1.855203e+00,1,             13,              1,                   8,                   7,   3.926336e+00,      5.802167e+00,  1.22751114e+01,   0.000000e+00,  3.544996e-01,  2.556167e+00,  3.958877e+00,     2.676440e+02,0,1,0
     7628312,   454911708,          6.838152e+02,            4.946471e+02,        2.766362e-01,   8.762354e+05,     5.645140e-01,        7.281070e-01,    3.183329e-01,  3.676816e+00,         1,0,    6.570366e+00,  1.855203e+00,      4.729192e+00,  2.345405e+00,0,             13,              2,                   8,                  13,   4.729192e+00,      6.570366e+00,  1.28421435e+01,   3.544996e-01,  2.728210e-01,  3.958877e+00,  2.852011e+00,     1.502031e+02,0,1,0
     7730196,   454911710,          5.852805e+02,            5.186386e+02,        1.138631e-01,   1.487447e+05,     3.486771e+00,        5.156375e+00,    3.521697e-01,  5.305996e+00,         1,1,    2.956495e+00,  3.156746e+00,      1.935665e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.935665e+00,      2.956495e+00,  1.98602370e+01,   0.000000e+00,  1.665183e+01,  5.266337e+01, -2.485674e+00,     0.000000e+00,0,1,1
     7745842,   454911712,          4.291084e+02,            1.874049e+02,        5.632691e-01,   3.140563e+04,     5.967238e+00,        1.193146e+00,   -1.781670e-01,  2.279013e+00,         1,1,    2.543440e+01,  2.194495e+01,      7.617912e+00,  1.344405e+01,0,             14,              1,                   5,                   1,   9.825236e+00,      9.825236e+00,  7.77810307e+00,   0.000000e+00,  2.115953e+01,  9.155750e+03, -2.489167e+02,     0.000000e+00,1,0,1
     7751603,   454911713,          3.059889e+01,            3.059889e+01,        0.000000e+00,   1.067333e+04,     2.866855e+00,        6.007110e+00,    2.486425e-01,  7.926129e-01,         2,1,    7.378061e+00,  1.871016e+00,      1.380217e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380217e+00,      1.380217e+00,  5.06132768e+01,   0.000000e+00,  3.162838e+01,  1.547456e+04, -4.209972e+02,     0.000000e+00,1,0,1
     7988147,   454911719,          2.290497e+02,            1.908963e+02,        1.665723e-01,   2.185508e+04,     8.734645e+00,        7.830721e-01,    3.995438e-01,  5.179512e+00,         1,1,    2.400680e+00,  1.047277e+01,      1.505826e+00,  1.277584e+00,1,             13,              1,                   8,                   4,   1.505826e+00,      2.400680e+00,  3.79115839e+01,   0.000000e+00,  5.718068e+01,  5.137009e+03, -5.668635e+01,     0.000000e+00,0,1,1
     8361158,   454911724,          6.804560e+01,            6.804560e+01,        0.000000e+00,   3.953158e+04,     1.721297e+00,        1.695785e+00,    7.478860e-01,  3.099968e+00,         2,0,    2.181302e+00,  8.127501e+00,      1.380052e+00,  1.260000e+00,1,             13,              1,                   8,                   1,   1.380052e+00,      2.181302e+00,  2.94225005e+01,   0.000000e+00,  5.837110e-01,  1.257303e+03,  3.012422e+03,     7.200309e+00,0,1,0
     8361158,   454911724,          5.781800e+02,            5.614877e+02,        2.887044e-02,   1.351977e+04,     4.153087e+01,        3.367225e+00,    8.404840e-01,  4.648919e-02,         1,1,    8.127501e+00,  1.260000e+00,      1.407692e+00,  1.277584e+00,0,             13,              2,                   5,                  13,   2.273531e+00,      2.273531e+00,  4.67726904e+01,   5.837110e-01,  3.019833e+03,  3.012422e+03, -1.486545e+00,     0.000000e+00,1,0,0
     8407036,   454911730,          3.560784e+02,            3.475263e+02,        2.401747e-02,   1.725874e+04,     2.013625e+01,        5.767365e+00,    1.258993e+00,  7.205415e-01,         1,1,    9.527273e+00,  2.527536e+00,      1.805506e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.786886e+00,      2.786886e+00,  3.04910303e+01,   0.000000e+00,  1.289563e+03,  7.713686e+03, -5.865367e+00,     0.000000e+00,1,0,1
     9045878,   454911736,          4.073340e+02,            3.881782e+02,        4.702713e-02,   1.777138e+04,     2.184288e+01,        2.809235e+00,   -5.537476e-01,  4.477091e-01,         1,1,    1.452255e+01,  5.719279e+00,      3.353043e+00,  1.627793e+00,0,             13,              1,                   5,                   1,   4.786110e+00,      4.786110e+00,  1.53141499e+01,   0.000000e+00,  1.316469e+03,  1.221595e+04, -8.679052e+00,     0.000000e+00,1,0,1
     9058016,   454911738,          1.411368e+02,            1.379533e+02,        2.255581e-02,   1.229311e+04,     1.122200e+01,        2.011944e+00,    3.894605e-02,  3.912430e+00,         1,1,    1.006689e+01,  3.493088e+00,      1.965013e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.990876e+00,      2.990876e+00,  2.76205059e+01,   0.000000e+00,  2.105227e+02,  1.710233e+04, -5.462887e+01,     0.000000e+00,1,0,1
