    INT     ,    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
      138419,   454911559,  5.187753e+00,  5.038198e+00,   3.689733e-01,     0.000000e+00,                     3.396840e-01,   1.008641e+00,  4.515568e+00,          5.223829e+00,                     4.603465e-01,  -8.274975e-01,  5.539830e+00,          6.241197e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             8,    46
      145996,   454911560,  8.884965e+00,  8.736782e+00,   1.871059e+00,     0.000000e+00,                     3.096980e-01,   3.087676e-01,  1.493448e+00,          7.542089e-01,                     1.099695e-01,   2.533973e-01,  4.271497e+00,          3.700294e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
      148101,   454911561,  5.237650e+00,  1.546188e+00,   2.315609e-01,     0.000000e+00,                     2.059918e-01,  -1.352945e-01,  5.804192e+00,          2.314025e+00,                     5.161594e-01,  -9.939845e-01,  1.892233e+00,          1.205353e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            10,    46
      154606,   454911562,  2.044886e+01,  1.884333e+01,   9.409199e+00,     0.000000e+00,                     1.795122e-01,  -7.204092e-01,  3.256975e+00,          4.178577e+00,                     6.823971e-01,  -9.315390e-01,  1.627098e-01,          3.550042e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             4,    46
      160267,   454911563,  1.369806e+01,  8.929297e+00,   6.424271e-01,     0.000000e+00,                     4.083146e-01,   3.134447e-01,  2.522512e+00,          3.129929e+00,                     2.988740e-01,  -1.425513e+00,  1.734881e+00,          5.102766e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
      162320,   454911564,  2.113191e+01,  6.432847e+00,   5.096426e+00,     0.000000e+00,                     9.062983e-01,   2.695003e-01,  1.264319e+00,          1.835103e+00,                     1.187263e-01,   2.495865e-01,  4.485889e+00,          2.011866e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
      165041,   454911565,  2.052690e+01,  1.309045e+01,   1.086083e-01,     0.000000e+00,                     5.149544e-01,   3.546197e-01,  2.515078e+00,          2.938604e+00,                     4.064864e-01,  -6.924263e-01,  5.731228e+00,          6.034170e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      346016,   454911566,  6.861206e+00,  1.897494e+00,   9.689239e+00,     0.000000e+00,                     6.878506e-01,  -5.333251e-01,  5.235829e+00,          1.084247e+00,                     8.546057e-01,   7.471563e-01,  3.408666e+00,          4.899700e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            12,                  1,            15,    46
      353065,   454911567,  5.056875e+00,  1.855012e+00,   7.986479e+00,     0.000000e+00,                     5.731379e-01,  -1.424970e-01,  1.880473e+00,          4.105326e+00,                     3.899693e-01,  -1.342133e+00,  3.495260e+00,          6.172896e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      360270,   454911568,  1.303255e+01,  1.300501e+01,   1.814185e-01,     0.000000e+00,                     8.900743e-02,   4.230589e-01,  5.493874e+00,          5.867784e-01,                     7.391737e-01,  -1.070552e-01,  2.817590e+00,          1.585700e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
      362943,   454911569,  1.120296e+01,  1.052182e+01,   1.342440e+01,     0.000000e+00,                     5.590575e-01,   1.146110e-01,  5.905325e+00,          1.712491e+00,                     2.004231e-01,  -1.159945e+00,  2.917583e+00,          1.210173e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             4,    46
      370604,   454911570,  7.299369e+00,  3.217605e+00,   3.709064e+00,     0.000000e+00,                     4.257715e-01,   6.744017e-01,  8.301612e-01,          1.329946e+00,                     6.505714e-01,   5.989742e-01,  6.203779e+00,          5.344838e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
      376525,   454911571,  7.431126e+00,  7.411063e+00,   4.770992e+01,     0.000000e+00,                     2.947255e-01,  -1.076117e-01,  4.989928e+00,          2.391040e+00,                     6.149447e-01,  -3.062366e-01,  2.622193e+00,          4.072469e-02,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             6,    46
      384662,   454911572,  5.563169e+00,  5.268277e+00,   2.254130e+00,     0.000000e+00,                     9.677288e-02,   1.880975e-02,  4.741152e+00,          1.218926e+00,                     1.554418e-01,   2.205098e-01,  8.571041e-01,          3.179926e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,1,0,                  1,             8,                  1,             7,    46
      391415,   454911573,  7.146096e+00,  2.567372e+00,   2.003879e+01,     0.000000e+00,                     7.448060e-01,   4.668224e-01,  4.577833e-01,          4.835612e+00,                     4.522109e-01,  -5.898220e-02,  3.508229e+00,          3.274916e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            12,                  1,            15,    46
      399000,   454911574,  7.768015e+00,  3.133094e+00,   9.844392e-02,     0.000000e+00,                     5.033234e-01,   1.157785e+00,  3.002964e+00,          5.172024e+00,                     7.243561e-02,  -1.506245e+00,  6.217257e+00,          4.771377e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            10,    46
      404129,   454911575,  9.142324e+00,  3.211505e+00,   1.005601e+01,     0.000000e+00,                     9.357694e-01,  -1.237933e+00,  4.797426e+00,          8.137224e-01,                     1.255559e-01,   1.388122e+00,  2.791019e-01,          3.299868e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      410018,   454911576,  6.441330e+00,  2.938127e+00,   2.715344e+00,     0.000000e+00,                     7.260818e-01,   1.234379e-01,  1.146812e+00,          4.393406e+00,                     7.598486e-01,  -9.106179e-01,  2.263901e+00,          1.309114e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
      415523,   454911577,  7.714283e+00,  5.426540e+00,   5.298808e-02,     0.000000e+00,                     7.089793e-01,   9.057233e-01,  4.074724e-02,          3.973933e+00,                     8.857708e-01,   4.323358e-01,  2.784954e+00,          2.163953e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,             1,                  1,             1,    46
      823200,   454911578,  3.355101e+01,  1.203265e+01,   1.283085e-01,     0.000000e+00,                     7.275031e-01,  -8.013378e-01,  4.419129e+00,          4.589554e+00,                     1.359862e-01,  -1.038565e+00,  5.567145e+00,          8.347842e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      833915,   454911579,  9.142860e+00,  4.145770e+00,   1.207821e+00,     0.000000e+00,                     4.144308e-02,   1.197203e+00,  2.003697e+00,          2.238305e+00,                     9.910209e-01,  -1.561499e-01,  2.423889e+00,          2.314216e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
      847788,   454911580,  1.489472e+01,  1.190836e+01,   1.649384e+01,     0.000000e+00,                     9.481895e-01,   6.476827e-01,  5.552467e+00,          6.105442e+00,                     3.025464e-01,  -1.106931e+00,  2.172986e+00,          1.913936e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      853069,   454911581,  6.110982e+00,  4.494579e+00,   9.559784e+00,     0.000000e+00,                     9.158801e-01,   6.388940e-02,  3.869106e+00,          3.475944e+00,                     3.943598e-01,   1.397584e+00,  1.791805e+00,          3.288900e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      860274,   454911582,  6.379501e+00,  5.924165e+00,   4.690637e+00,     0.000000e+00,                     8.542172e-01,   5.438769e-01,  5.356606e+00,          2.902465e+00,                     2.417488e-01,  -1.835294e-01,  3.564123e+00,          3.063328e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      866491,   454911583,  1.732100e+01,  1.346828e+01,   3.336906e+00,     0.000000e+00,                     8.817554e-01,  -1.479614e+00,  5.084940e+00,          6.077863e+00,                     3.767621e-01,  -6.843285e-01,  2.951873e+00,          5.859565e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
      869284,   454911584,  1.004241e+01,  5.119689e+00,   1.485191e+00,     0.000000e+00,                     9.935181e-01,   2.358995e-01,  5.652838e+00,          4.703905e+00,                     3.608732e-01,   1.074798e+00,  6.292495e-01,          3.181623e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      873837,   454911585,  1.065581e+01,  5.478239e+00,   4.556452e+00,     0.000000e+00,                     8.232040e-01,   1.189239e+00,  1.861028e+00,          1.437355e+00,                     1.561093e-01,   7.804363e-02,  2.278644e+00,          8.422735e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
      882182,   454911586,  7.151011e+00,  5.538962e+00,   6.242051e-01,     0.000000e+00,                     6.377790e-01,   7.633554e-01,  4.675721e+00,          6.241352e+00,                     6.596454e-01,  -7.278229e-01,  5.641178e+00,          3.669822e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            12,    46
      895379,   454911587,  5.965783e+00,  4.181179e+00,   1.468785e+00,     0.000000e+00,                     4.335068e-01,  -7.249177e-01,  5.111568e+00,          2.926112e+00,                     6.423261e-01,  -1.716780e-01,  8.473178e-02,          2.934240e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
      897988,   454911588,  5.745501e+00,  1.879410e+00,   3.279734e+00,     0.000000e+00,                     9.612685e-01,   4.838380e-02,  1.482276e+00,          3.965708e+00,                     1.885111e-02,  -5.908194e-01,  5.845378e+00,          4.320384e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             9,                  1,            15,    46
      903693,   454911589,  5.423049e+00,  1.760257e+00,   1.433628e+01,     0.000000e+00,                     4.820096e-01,   2.544121e-01,  4.446322e+00,          5.304848e-01,                     1.483828e-02,   5.869150e-01,  1.114301e+00,          4.882862e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      911738,   454911590,  5.599325e+00,  3.047322e+00,   1.102746e+01,     0.000000e+00,                     8.762735e-01,   1.183818e+00,  2.024037e+00,          1.947277e-01,                     7.934227e-02,   1.101933e+00,  2.640171e+00,          6.114543e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      918639,   454911591,  5.380973e+00,  4.633659e+00,   6.324918e-02,     0.000000e+00,                     5.686080e-01,   3.415804e-01,  4.325757e+00,          3.539339e-01,                     6.462269e-02,  -1.211789e+00,  5.503899e+00,          4.184602e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,             1,                  1,             1,    46
     1325104,   454911592,  7.982334e+00,  6.105800e+00,   4.098512e-01,     0.000000e+00,                     7.738591e-01,  -7.525961e-01,  5.926805e+00,          4.647589e+00,                     7.073190e-01,  -6.057266e-01,  5.889529e+00,          3.582166e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            11,                  1,            13,    46
     1336053,   454911593,  7.429848e+00,  3.929615e+00,   5.553001e-02,     0.000000e+00,                     5.786360e-01,  -4.548810e-01,  2.350318e+00,          3.191676e+00,                     3.030773e-01,   1.048437e+00,  4.052443e+00,          6.150106e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,             1,                  1,             1,    46
     1748780,   454911594,  5.268462e+00,  3.033848e+00,   2.118304e+01,     0.000000e+00,                     5.690426e-01,  -4.849483e-02,  3.779638e+00,          1.345756e+00,                     8.043185e-01,   6.474566e-01,  4.116525e+00,          4.038598e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1756741,   454911595,  8.595491e+00,  2.652983e+00,   6.519472e+00,     0.000000e+00,                     3.582691e-01,  -2.178571e-01,  1.471616e+00,          2.593308e+00,                     9.260969e-01,   1.246561e+00,  4.134301e-01,          7.567027e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1762526,   454911596,  1.587375e+01,  1.282695e+01,   9.071780e+00,     0.000000e+00,                     8.139579e-01,  -3.472654e-01,  4.483922e-01,          4.625548e+00,                     3.991221e-01,   7.925042e-01,  3.019096e+00,          1.540711e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1774915,   454911597,  5.730811e+00,  2.447209e+00,   6.180487e-02,     0.000000e+00,                     6.349957e-01,   3.244781e-01,  3.920256e+00,          5.079764e+00,                     7.241208e-01,   7.232705e-01,  2.713897e+00,          1.843923e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1838038,   454911598,  4.351627e+01,  3.595649e+01,   1.140537e-01,     0.000000e+00,                     6.997742e-01,  -3.523025e-01,  6.001370e+00,          1.961359e+00,                     3.047089e-01,  -4.418587e-01,  6.096222e+00,          5.855663e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1873027,   454911599,  2.151596e+01,  1.877314e+01,   1.116670e-01,     0.000000e+00,                     3.165424e-01,  -5.230947e-01,  3.894272e+00,          1.684294e+00,                     4.908815e-01,  -9.780662e-01,  2.266098e+00,          3.166235e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1937314,   454911600,  8.490029e+00,  4.096657e+00,   1.429271e+00,     0.000000e+00,                     7.323053e-01,   3.903188e-01,  5.313862e+00,          1.977025e+00,                     9.548208e-02,  -4.165501e-01,  6.345074e-01,          5.240012e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
     1951635,   454911601,  4.336018e+01,  4.190386e+01,   2.548474e-01,     0.000000e+00,                     9.902859e-01,  -1.067228e+00,  3.039471e+00,          2.417104e+00,                     3.927337e-01,  -4.948984e-01,  3.020298e+00,          3.804111e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1964458,   454911602,  7.655379e+00,  4.617964e+00,   1.441230e-01,     0.000000e+00,                     6.230616e-01,  -3.797429e-01,  3.227334e+00,          2.865373e+00,                     7.887100e-01,  -1.267183e+00,  1.862323e+00,          5.715527e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
     1972851,   454911603,  9.138229e+00,  6.595772e+00,   3.647480e+01,     0.000000e+00,                     2.902473e-01,  -9.667859e-01,  2.409888e+00,          5.525476e-02,                     3.577723e-01,  -9.714796e-02,  6.279866e-01,          5.875015e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
