    INT     ,    INT     ,        FLOAT         ,         FLOAT          ,       FLOAT        ,     FLOAT     ,      FLOAT      ,       FLOAT        ,     FLOAT      ,    FLOAT     ,   INT    , BOOL  ,     FLOAT      ,    FLOAT     ,      FLOAT       ,    FLOAT     ,       BOOL        ,      INT      ,      INT      ,        INT         ,        INT         ,     FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      BOOL      ,      BOOL      ,   BOOL   
     1046728,  1797223340,          2.043910e+02,            1.130503e+02,        4.468921e-01,   2.175197e+04,     5.197241e+00,        1.489388e+00,    2.923296e-03,  1.498999e-01,         1,1,    2.259843e+01,  3.261219e+01,      6.699436e+00,  9.786069e+00,0,             14,              2,                   5,                  14,   8.441996e+00,      8.441996e+00,  8.77481345e+00,   6.563188e-02,  4.844376e+01,  2.267139e+04, -4.645170e+02,     0.000000e+00,1,0,0
     1139521,  1797223343,          2.303327e+02,            1.929988e+02,        1.620867e-01,   3.783455e+05,     5.101125e-01,        9.231445e-02,    9.289873e-01,  2.438472e+00,         1,0,    2.531703e+00,  3.696874e+00,      2.531703e+00,  1.290875e+00,1,             13,              1,                   8,                   7,   2.531703e+00,      3.777443e+00,  2.03020144e+01,   0.000000e+00,  2.301307e-01,  8.894641e+00,  9.501140e+00,     9.289202e+01,0,1,0
     1139521,  1797223343,          3.110492e+02,            2.618623e+02,        1.581322e-01,   3.777575e+05,     6.932021e-01,        2.991447e+00,    2.143843e-01,  4.896254e+00,         1,1,    2.464765e+00,  1.290901e+00,      2.464765e+00,  1.277584e+00,1,             13,              2,                   8,                  13,   2.464765e+00,      3.696874e+00,  2.16497139e+01,   2.301307e-01,  1.487330e+00,  4.205735e+00, -8.629411e+00,     0.000000e+00,0,1,0
     1227009,  1797223345,          3.635027e+02,            3.530596e+02,        2.872908e-02,   4.456063e+04,     7.923129e+00,        2.485600e+00,    8.705818e-01,  5.318873e+00,         1,1,    8.161587e+00,  1.063156e+00,      1.417569e+00,  1.277584e+00,0,             13,              2,                   5,                  11,   2.285745e+00,      2.285745e+00,  5.79500102e+01,   0.000000e+00,  2.362122e+02,  8.854656e+02, -3.252102e+00,     0.000000e+00,1,0,0
     1640967,  1797223349,          3.956688e+01,            3.956688e+01,        0.000000e+00,   3.699678e+04,     1.069468e+00,        1.947799e+00,    4.928158e-01,  8.758821e-01,         2,1,    7.768359e+00,  2.880009e+00,      1.382400e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.145767e+00,      2.145767e+00,  4.50555942e+01,   0.000000e+00,  7.007873e+00,  1.482775e+03, -2.240716e+02,     0.000000e+00,1,0,1
     1662764,  1797223354,          3.108842e+01,            3.108842e+01,        0.000000e+00,   3.325831e+04,     9.347564e-01,        5.667100e+00,   -5.289014e-01,  5.847650e+00,         2,1,    7.995574e+00,  2.006090e+00,      1.380342e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.226401e+00,      2.226401e+00,  4.25199279e+01,   0.000000e+00,  9.059648e+00,  1.723423e+03, -2.096805e+02,     0.000000e+00,1,0,1
     1668361,  1797223355,          3.839364e+02,            3.741229e+02,        2.556017e-02,   1.365197e+04,     2.740432e+01,        5.323873e+00,    1.090920e+00,  5.378806e+00,         1,1,    9.024675e+00,  7.815225e+00,      1.663641e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.599859e+00,      2.599859e+00,  3.36950552e+01,   0.000000e+00,  1.325998e+03,  1.722142e+04, -1.213059e+01,     0.000000e+00,1,0,1
     1703250,  1797223358,          2.836416e+02,            1.881071e+02,        3.368142e-01,   3.281624e+04,     5.732134e+00,        2.517938e+00,   -3.798316e-01,  7.926158e-01,         1,1,    2.048449e+01,  6.922842e+00,      5.825020e+00,  6.985448e+00,0,             14,              1,                   5,                   1,   7.442200e+00,      7.442200e+00,  9.78391099e+00,   0.000000e+00,  6.497099e+01,  4.850751e+03, -6.105656e+01,     0.000000e+00,1,0,1
     1807592,  1797223362,          4.441301e+02,            4.135577e+02,        6.883654e-02,   1.727182e+04,     2.394407e+01,        2.231378e+00,   -4.147000e-02,  3.966604e+00,         1,1,    1.535316e+01,  4.725446e+00,      3.632167e+00,  1.974864e+00,0,             13,              1,                   5,                   1,   5.140217e+00,      5.140217e+00,  1.41468051e+01,   0.000000e+00,  1.064202e+03,  1.282853e+04, -7.910302e+00,     0.000000e+00,1,0,1
     1834236,  1797223366,          5.419082e+02,            7.408728e+01,        8.632845e-01,   2.327414e+04,     3.183244e+00,        4.718663e+00,   -5.163414e-02,  4.889881e+00,         1,1,    3.181487e+01,  8.952021e+00,      9.947875e+00,  2.489101e+01,0,             14,              1,                   5,                   1,   1.309510e+01,      1.309510e+01,  6.38126755e+00,   0.000000e+00,  6.236293e+00,  1.434433e+04, -1.123902e+03,     0.000000e+00,1,0,1
     1839841,  1797223367,          2.076678e+02,            2.272099e+00,        9.890590e-01,   8.547820e+04,     2.658103e-02,        2.759155e+00,   -6.566148e-01,  5.180882e+00,         1,0,    1.449421e+01,  1.241067e+01,      1.091310e+01,  1.291585e+01,1,             14,              1,                   8,                   1,   1.091310e+01,      1.449421e+01,  5.37377474e+00,   0.000000e+00,  8.530793e-02,  7.018433e+02,  7.655937e+02,     3.068767e+00,0,1,0
     1839841,  1797223367,          3.722140e+02,            3.294078e+02,        1.150044e-01,   2.288397e+04,     1.439470e+01,        2.555270e+00,    1.002428e+00,  1.059194e+00,         1,1,    2.939064e+00,  1.291586e+01,      1.922207e+00,  1.277584e+00,1,             13,              2,                   8,                  14,   1.922207e+00,      2.939064e+00,  2.00533500e+01,   8.530793e-02,  1.965749e+02,  5.029083e+03, -2.415418e+01,     0.000000e+00,0,1,0
     1848602,  1797223368,          9.031612e+01,            9.031612e+01,        0.000000e+00,   1.914017e+04,     4.718670e+00,        2.971191e+00,    2.091101e-01,  2.688253e+00,         2,1,    7.260062e+00,  4.411530e+00,      1.380284e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380284e+00,      1.380284e+00,  5.23867892e+01,   0.000000e+00,  2.541303e+01,  6.072377e+03, -2.108453e+02,     0.000000e+00,1,0,1
     1995998,  1797223376,          6.472340e+01,            6.305948e+01,        2.570819e-02,   4.231291e+04,     1.490313e+00,        5.097006e-01,   -4.913584e-01,  1.341057e-01,         1,1,    8.979623e+00,  9.949461e-01,      1.647480e+00,  1.277584e+00,0,             13,              2,                   5,                  11,   2.583238e+00,      2.583238e+00,  5.59077781e+01,   0.000000e+00,  2.450387e+01,  1.061862e+03, -4.505346e+01,     0.000000e+00,1,0,0
     2334798,  1797223380,          4.582827e+01,            4.582827e+01,        0.000000e+00,   1.222389e+04,     3.749073e+00,        3.367520e+00,    5.173557e-01,  2.350115e+00,         2,1,    7.286279e+00,  6.599742e+00,      1.380245e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380245e+00,      1.380245e+00,  5.19863046e+01,   0.000000e+00,  1.223944e+01,  1.771245e+04, -1.073000e+03,     0.000000e+00,1,0,1
     2495998,  1797223384,          2.915245e+02,            2.839189e+02,        2.608908e-02,   3.604016e+04,     7.877850e+00,        3.320379e+00,   -8.740828e-01,  3.096379e-01,         1,1,    8.866041e+00,  6.369420e+00,      1.614722e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.541442e+00,      2.541442e+00,  3.48333024e+01,   0.000000e+00,  1.414570e+02,  2.235642e+03, -1.565315e+01,     0.000000e+00,1,0,1
     2501827,  1797223385,          6.353884e+01,            6.353884e+01,        0.000000e+00,   1.249630e+04,     5.084611e+00,        4.322122e+00,   -5.398167e-01,  6.035890e+00,         2,1,    6.217625e+00,  2.466494e+00,      1.380183e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380183e+00,      1.380183e+00,  7.31957169e+01,   0.000000e+00,  7.996538e+01,  1.059943e+04, -1.320177e+02,     0.000000e+00,1,0,1
     2508460,  1797223386,          4.358336e+02,            4.230305e+02,        2.937608e-02,   2.239292e+04,     1.889126e+01,        5.307084e+00,    9.781646e-02,  6.473909e-01,         1,1,    1.271879e+01,  1.233053e+01,      2.776754e+00,  1.392870e+00,0,             13,              1,                   5,                   4,   4.037119e+00,      4.037119e+00,  1.87036163e+01,   0.000000e+00,  5.780523e+02,  9.521257e+03, -1.348649e+01,     0.000000e+00,1,0,1
     2532347,  1797223389,          5.222669e+02,            1.994656e+02,        6.180773e-01,   1.191677e+05,     1.673822e+00,        1.971933e+00,    1.175560e+00,  3.815013e+00,         1,1,    1.065312e+01,  1.315196e+01,      7.893658e+00,  6.407231e+00,1,             14,              1,                   8,                   1,   7.893658e+00,      1.065312e+01,  6.32102094e+00,   0.000000e+00,  2.342619e+00,  3.195010e+02, -2.281044e+02,     0.000000e+00,0,1,1
     2538781,  1797223391,          1.676775e+02,            1.154092e+02,        3.117194e-01,   1.893670e+04,     6.094473e+00,        3.232631e+00,    7.667793e-01,  4.173927e+00,         1,1,    2.015279e+01,  1.237776e+01,      5.625623e+00,  6.459103e+00,0,             14,              1,                   5,                   1,   7.287889e+00,      7.287889e+00,  9.97012540e+00,   0.000000e+00,  4.341318e+01,  1.729032e+04, -3.082216e+02,     0.000000e+00,1,0,1
     2554256,  1797223394,          3.734210e+02,            3.625196e+02,        2.919351e-02,   1.602316e+04,     2.262472e+01,        4.700798e+00,   -1.135243e+00,  5.375778e+00,         1,1,    1.270447e+01,  5.069766e+00,      2.771712e+00,  1.390785e+00,0,             13,              1,                   5,                   1,   4.031286e+00,      4.031286e+00,  1.87365658e+01,   0.000000e+00,  1.362394e+03,  1.319515e+04, -9.154585e+00,     0.000000e+00,1,0,1
     2561709,  1797223395,          2.206337e+02,            2.134379e+02,        3.261391e-02,   1.401430e+04,     1.523001e+01,        5.051556e+00,    3.710035e-04,  2.508087e+00,         1,1,    1.302413e+01,  6.550982e+00,      2.871262e+00,  1.431864e+00,0,             13,              1,                   5,                   1,   4.161901e+00,      4.161901e+00,  1.80245053e+01,   0.000000e+00,  3.983416e+02,  1.899684e+04, -3.731920e+01,     0.000000e+00,1,0,1
     2608907,  1797223401,          6.338067e+01,            4.843648e+01,        2.357846e-01,   4.635459e+04,     1.044912e+00,        2.348653e+00,   -9.484510e-01,  3.098867e+00,         1,0,    5.924135e+00,  1.971873e+01,      4.230330e+00,  2.069185e+00,1,             13,              1,                   8,                   1,   4.230330e+00,      5.924135e+00,  9.69463622e+00,   0.000000e+00,  4.051664e-02,  2.274579e+03,  2.343643e+03,     5.209863e+00,0,1,0
     2608907,  1797223401,          2.739270e+02,            1.974188e+02,        2.793015e-01,   4.379164e+04,     4.508139e+00,        6.050958e+00,    1.287518e+00,  4.040158e+00,         1,1,    1.971873e+01,  2.069185e+00,      5.367378e+00,  5.799941e+00,0,             14,              2,                   5,                  13,   7.087041e+00,      7.087041e+00,  1.15936031e+01,   4.051664e-02,  5.447015e+01,  2.343643e+03, -4.103571e+01,     0.000000e+00,1,0,0
     2717841,  1797223403,          3.695257e+02,            3.622355e+02,        1.972839e-02,   1.555292e+04,     2.329052e+01,        2.027081e+00,    6.889216e-01,  2.140129e+00,         1,1,    1.133767e+01,  5.759757e+00,      2.347191e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.483534e+00,      3.483534e+00,  2.25185511e+01,   0.000000e+00,  9.541336e+02,  1.347185e+04, -1.059748e+01,     0.000000e+00,1,0,1
     2729095,  1797223405,          5.950684e+02,            5.813229e+02,        2.309892e-02,   3.700998e+04,     1.570720e+01,        4.627027e+00,    9.161654e-01,  2.490196e+00,         1,1,    9.858414e+00,  3.497058e+00,      1.902112e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.911684e+00,      2.911684e+00,  2.86683111e+01,   0.000000e+00,  6.005744e+02,  1.858410e+03, -2.866341e+00,     0.000000e+00,1,0,1
     2790357,  1797223409,          3.962296e+02,            1.762382e+02,        5.552119e-01,   8.304943e+04,     2.122088e+00,        4.098811e+00,   -4.544067e-01,  1.700562e+00,         1,1,    9.959801e+00,  2.762196e+01,      7.358234e+00,  5.537253e+00,1,             14,              1,                   8,                   1,   7.358234e+00,      9.959801e+00,  6.57728573e+00,   0.000000e+00,  2.642307e+00,  1.038541e+03, -2.823691e+02,     0.000000e+00,0,1,1
     2998274,  1797223414,          3.227711e+02,            2.356475e+02,        2.699238e-01,   9.301526e+04,     2.533428e+00,        2.219945e+00,   -9.343446e-01,  4.335200e-01,         1,1,    6.469826e+00,  1.145423e+01,      4.652119e+00,  2.299040e+00,1,             13,              1,                   8,                   1,   4.652119e+00,      6.469826e+00,  8.96662179e+00,   0.000000e+00,  1.198778e+01,  3.948642e+02, -3.516296e+01,     0.000000e+00,0,1,1
     3020914,  1797223418,          2.605652e+02,            5.883960e+00,        9.774185e-01,   4.408853e+04,     1.334579e-01,        3.003511e+00,    5.497780e-01,  5.826101e+00,         1,0,    1.442336e+01,  2.724230e+01,      1.082058e+01,  1.271635e+01,1,             14,              1,                   8,                   1,   1.082058e+01,      1.442336e+01,  5.38015786e+00,   0.000000e+00,  2.776938e-01,  4.085518e+03,  5.629263e+03,     2.924252e+00,0,1,0
     3020914,  1797223418,          1.745658e+02,            6.260285e+01,        6.413797e-01,   3.752828e+04,     1.668151e+00,        4.501208e+00,   -1.243318e+00,  3.823441e-01,         1,1,    2.724230e+01,  1.271635e+01,      8.228618e+00,  1.617726e+01,0,             14,              2,                   5,                  14,   1.073049e+01,      1.073049e+01,  7.49474821e+00,   2.776938e-01,  5.521954e+00,  5.629263e+03, -1.163534e+03,     0.000000e+00,1,0,0
     3030527,  1797223419,          6.605659e+01,            6.605659e+01,        0.000000e+00,   1.522676e+04,     4.338192e+00,        5.444192e+00,    8.642729e-01,  6.223976e-01,         2,1,    7.405461e+00,  3.699948e+00,      1.380204e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380204e+00,      1.380204e+00,  5.02087687e+01,   0.000000e+00,  5.057556e+01,  9.129349e+03, -1.734831e+02,     0.000000e+00,1,0,1
     3036648,  1797223420,          5.468771e+02,            4.792508e+02,        1.236590e-01,   1.009643e+05,     4.746735e+00,        2.329958e+00,    1.984980e-01,  1.969895e+00,         1,1,    2.817350e+00,  1.521906e+01,      1.828072e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.828072e+00,      2.817350e+00,  2.07766954e+01,   0.000000e+00,  5.836734e+00,  3.372363e+02, -1.705479e+01,     0.000000e+00,0,1,1
     3051503,  1797223423,          8.076609e+02,            5.519442e+02,        3.166139e-01,   1.646073e+06,     3.353098e-01,        6.742393e-01,    5.516187e-01,  4.590354e+00,         1,1,    3.560582e+00,  8.847111e+00,      3.560582e+00,  1.778502e+00,1,             13,              1,                   8,                   4,   3.560582e+00,      5.629349e+00,  1.00741126e+01,   0.000000e+00,  1.947920e+00,  2.155014e+00, -2.140250e+00,     0.000000e+00,0,1,1
     3072460,  1797223424,          3.117369e+02,            2.045567e+02,        3.438162e-01,   2.133464e+05,     9.588008e-01,        5.595747e+00,    2.393998e-01,  3.766247e+00,         1,0,    7.480896e+00,  3.704227e+01,      5.436934e+00,  2.826085e+00,1,             13,              1,                   8,                   1,   5.436934e+00,      7.480896e+00,  7.94073975e+00,   0.000000e+00,  8.987944e-01,  1.864384e+02,  1.207365e+02,     1.288905e+01,0,1,0
     3082513,  1797223427,          4.944969e+02,            4.427410e+02,        1.046638e-01,   1.887314e+04,     2.345879e+01,        6.131901e+00,    2.970235e-01,  1.923964e+00,         1,1,    3.900141e+00,  1.140370e+01,      2.665214e+00,  1.346606e+00,1,             13,              1,                   8,                   1,   2.665214e+00,      3.900141e+00,  1.95160025e+01,   0.000000e+00,  2.672504e+02,  8.189022e+03, -1.277333e+01,     0.000000e+00,0,1,1
     3127753,  1797223435,          3.025951e+02,            2.215781e+02,        2.677407e-01,   2.829663e+04,     7.830547e+00,        2.106425e+00,   -2.247420e-01,  8.285885e-01,         1,1,    6.433252e+00,  2.089724e+01,      4.626033e+00,  2.283353e+00,1,             13,              1,                   8,                   1,   4.626033e+00,      6.433252e+00,  9.21739395e+00,   0.000000e+00,  6.358394e+01,  6.505759e+03, -7.778226e+01,     0.000000e+00,0,1,1
     3490747,  1797223439,          9.076927e+01,            9.076927e+01,        0.000000e+00,   1.713666e+04,     5.296790e+00,        2.460446e+00,   -5.248264e-01,  2.941735e+00,         2,1,    6.964754e+00,  1.587545e+00,      1.380313e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380313e+00,      1.380313e+00,  5.72281449e+01,   0.000000e+00,  5.804456e+01,  5.550737e+03, -9.524237e+01,     0.000000e+00,1,0,1
     3497332,  1797223440,          4.599610e+02,            3.983349e+02,        1.339811e-01,   1.192385e+05,     3.340656e+00,        5.271476e-01,   -6.581670e-01,  2.703418e+00,         1,1,    2.692748e+00,  7.209861e+00,      1.731760e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.731760e+00,      2.692748e+00,  2.19760362e+01,   0.000000e+00,  6.936879e+00,  1.327505e+02, -2.010428e+01,     0.000000e+00,0,1,1
     3501005,  1797223441,          2.817117e+01,            2.817117e+01,        0.000000e+00,   6.831802e+03,     4.123535e+00,        8.474705e-01,   -9.736448e-01,  4.000455e+00,         2,1,    7.017830e+00,  1.331798e+00,      1.381034e+00,  1.260000e+00,0,             13,              2,                   6,                  12,   1.381034e+00,      1.381034e+00,  5.78997807e+01,   0.000000e+00,  4.210173e+01,  3.409702e+04, -7.373968e+02,     0.000000e+00,1,0,0
     3511870,  1797223442,          4.463963e+02,            9.041266e+01,        7.974610e-01,   3.237294e+04,     2.792847e+00,        6.154394e+00,    2.649995e-01,  6.259756e+00,         1,1,    1.254044e+01,  4.012288e+01,      9.375165e+00,  9.255657e+00,1,             14,              1,                   8,                   4,   9.375165e+00,      1.254044e+01,  5.78484264e+00,   0.000000e+00,  1.413115e+01,  9.577756e+03, -7.292823e+02,     0.000000e+00,0,1,1
     3537249,  1797223445,          2.284609e+02,            7.518305e+01,        6.709150e-01,   4.486563e+04,     1.675738e+00,        4.177262e+00,    4.341767e-02,  2.865618e-01,         1,1,    2.789231e+01,  2.081921e+01,      8.458598e+00,  1.725668e+01,0,             14,              1,                   5,                   1,   1.106021e+01,      1.106021e+01,  7.13486599e+00,   0.000000e+00,  7.854429e+00,  4.612369e+03, -6.607298e+02,     0.000000e+00,1,0,1
     3559395,  1797223447,          5.287009e+01,            5.287009e+01,        0.000000e+00,   1.820708e+04,     2.903821e+00,        3.281451e+00,   -4.510029e-01,  2.968960e+00,         2,1,    7.022469e+00,  6.729302e+00,      1.380053e+00,  1.260000e+00,0,             13,              1,                   6,                   4,   1.380053e+00,      1.380053e+00,  5.62293884e+01,   0.000000e+00,  6.224143e+00,  7.906752e+03, -1.471820e+03,     0.000000e+00,1,0,1
     3567408,  1797223448,          3.604779e+02,            3.449252e+02,        4.314454e-02,   2.252456e+04,     1.531330e+01,        4.459881e+00,   -1.894367e-01,  1.285899e+00,         1,1,    1.407774e+01,  4.262771e+00,      3.211208e+00,  1.570596e+00,0,             13,              1,                   5,                   1,   4.598808e+00,      4.598808e+00,  1.60274014e+01,   0.000000e+00,  2.927674e+02,  6.889994e+03, -9.006545e+00,     0.000000e+00,1,0,1
     3694190,  1797223450,          5.252813e+02,            5.133801e+02,        2.265681e-02,   2.854999e+04,     1.798179e+01,        1.048235e+00,   -2.961593e-01,  3.095410e+00,         1,1,    1.215674e+01,  1.128765e+01,      2.596490e+00,  1.317967e+00,0,             13,              1,                   5,                   1,   3.809654e+00,      3.809654e+00,  2.00915517e+01,   0.000000e+00,  5.377367e+02,  5.482098e+03, -1.020263e+01,     0.000000e+00,1,0,1
     3701643,  1797223451,          3.244019e+02,            1.090459e+02,        6.638555e-01,   5.732788e+04,     1.902144e+00,        4.665622e+00,   -1.115096e-01,  2.975662e+00,         1,0,    1.113186e+01,  1.469576e+01,      8.276942e+00,  7.074496e+00,1,             14,              1,                   8,                   1,   8.276942e+00,      1.113186e+01,  6.18082005e+00,   0.000000e+00,  3.351379e-01,  1.497865e+03,  1.585348e+03,     2.950180e+01,0,1,0
     3701643,  1797223451,          3.690880e+02,            3.023936e+02,        1.807006e-01,   3.422646e+05,     8.835081e-01,        2.610399e+00,   -5.788338e-01,  1.307143e+00,         1,1,    2.609335e+00,  7.074523e+00,      2.609335e+00,  1.323328e+00,1,             13,              2,                   8,                  14,   2.609335e+00,      3.868181e+00,  1.53354907e+01,   0.000000e+00,  1.665827e+00,  1.780408e+01, -2.164726e+01,     0.000000e+00,0,1,0
     3709388,  1797223452,          7.066973e+01,            7.066973e+01,        0.000000e+00,   1.082289e+04,     6.529657e+00,        2.115860e+00,    8.052200e-01,  2.761285e+00,         2,1,    6.886330e+00,  2.537896e+00,      1.380135e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380135e+00,      1.380135e+00,  5.86311546e+01,   0.000000e+00,  8.289778e+01,  1.533485e+04, -1.795027e+02,     0.000000e+00,1,0,1
     3931859,  1797223457,          3.289696e+02,            3.208379e+02,        2.471881e-02,   3.201614e+04,     1.002113e+01,        1.912830e+00,    5.249061e-01,  5.316265e+00,         1,1,    9.291005e+00,  5.029940e+00,      1.737691e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.698602e+00,      2.698602e+00,  3.19253383e+01,   0.000000e+00,  1.852695e+02,  2.662893e+03, -1.062450e+01,     0.000000e+00,1,0,1
     3945938,  1797223460,          2.832616e+02,            1.730134e+02,        3.892098e-01,   4.137084e+04,     4.182014e+00,        2.994611e+00,   -8.880383e-02,  2.429077e+00,         1,1,    8.039712e+00,  1.953272e+01,      5.875973e+00,  3.530846e+00,1,             14,              1,                   8,                   1,   5.875973e+00,      8.039712e+00,  7.62099033e+00,   0.000000e+00,  8.523682e+00,  3.070481e+03, -2.443273e+02,     0.000000e+00,0,1,1
     3949311,  1797223461,          4.009770e+02,            3.900541e+02,        2.724056e-02,   1.372212e+04,     2.842521e+01,        5.229448e-01,    8.243219e-01,  3.300272e+00,         1,1,    8.541994e+00,  3.311244e+00,      1.525781e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.423057e+00,      2.423057e+00,  3.73868513e+01,   0.000000e+00,  1.978170e+03,  1.199816e+04, -6.031605e+00,     0.000000e+00,1,0,1
