    INT     ,    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
      489769,  1797223321,  1.099320e+01,  7.497042e+00,   3.123257e-01,     0.000000e+00,                     3.220833e-02,   1.126115e+00,  2.297273e+00,          5.058950e+00,                     4.765861e-01,   3.774900e-01,  2.620085e+00,          2.778811e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            13,                  1,            11,    46
      496734,  1797223322,  6.437529e+00,  1.601113e+00,   4.249334e+00,     0.000000e+00,                     3.134577e-01,  -7.805798e-01,  4.682211e-01,          5.039979e+00,                     8.843736e-01,   7.554437e-02,  4.806259e+00,          1.408427e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            12,                  1,            15,    46
      504247,  1797223323,  5.581910e+00,  1.694239e+00,   8.521824e-01,     0.000000e+00,                     5.116635e-01,   5.021547e-02,  4.259361e+00,          5.959387e-01,                     4.908505e-02,   1.679217e-01,  3.741963e+00,          3.397254e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
      506740,  1797223324,  5.617249e+00,  1.159183e+00,   5.712862e+01,     0.000000e+00,                     2.255848e-01,   1.134645e+00,  1.887634e+00,          1.962394e+00,                     2.399987e-01,  -1.160445e+00,  1.867765e+00,          1.500522e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            15,                  1,             1,    46
      513517,  1797223325,  1.130272e+01,  9.423157e+00,   2.185615e-01,     0.000000e+00,                     6.138340e-01,  -3.532389e-02,  1.157143e+00,          2.976053e+00,                     6.534782e-01,  -1.622627e-02,  2.220156e+00,          2.925662e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
      516478,  1797223326,  6.534060e+00,  4.001173e+00,   7.095626e-02,     0.000000e+00,                     1.498292e-01,  -9.306660e-01,  1.290265e-01,          7.832264e-01,                     5.667499e-01,  -2.319864e-01,  4.789392e+00,          5.433370e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,             1,                  1,             1,    46
      927185,  1797223327,  9.843565e+00,  7.578888e+00,   3.374520e-01,     0.000000e+00,                     3.873743e-01,  -3.708177e-01,  1.903938e+00,          4.434683e+00,                     3.687527e-01,  -1.188574e-01,  3.032896e+00,          1.611201e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            13,    46
      942778,  1797223328,  6.000577e+00,  1.862411e+00,   1.503134e+01,     0.000000e+00,                     2.244940e-01,   6.916964e-01,  3.880628e+00,          5.091711e+00,                     7.249500e-01,  -6.805765e-02,  3.452417e+00,          1.263216e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      950523,  1797223329,  6.342033e+00,  4.225295e+00,   4.144405e-01,     0.000000e+00,                     3.128899e-01,   4.959818e-01,  5.045630e+00,          6.011572e+00,                     1.030948e-01,  -6.231458e-01,  2.027985e+00,          1.878825e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
      963800,  1797223330,  7.586818e+00,  4.290901e+00,   7.931969e+01,     0.000000e+00,                     7.382019e-01,   3.672974e-01,  2.420756e+00,          2.418357e+00,                     6.314405e-01,  -7.290834e-01,  5.102197e+00,          3.330832e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      969593,  1797223331,  7.155540e+00,  2.522334e+00,   2.341848e-01,     0.000000e+00,                     8.974179e-01,   1.176890e+00,  2.696987e+00,          2.448684e+00,                     8.970942e-01,   6.835157e-01,  5.829254e+00,          1.262259e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
      978498,  1797223332,  9.872289e+00,  4.820852e+00,   9.388850e+00,     0.000000e+00,                     1.648107e-01,   1.523070e-01,  4.551516e+00,          5.841293e+00,                     2.810854e-01,  -2.839140e-01,  3.253357e+00,          5.759654e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      984567,  1797223333,  1.663332e+01,  7.614090e+00,   3.804984e+00,     0.000000e+00,                     6.828280e-01,   6.506279e-01,  6.202994e+00,          1.595545e+00,                     4.879973e-01,  -1.052759e-02,  3.241342e+00,          5.377150e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
      987476,  1797223334,  2.483219e+01,  6.386140e+00,   1.255555e+01,     0.000000e+00,                     7.735002e-01,   3.896585e-01,  8.440233e-01,          1.764153e+00,                     4.828637e-01,  -5.708020e-01,  2.776382e+00,          5.485404e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            14,                  1,             1,    46
     1001401,  1797223335,  5.199979e+00,  1.395592e+00,   7.586856e+00,     0.000000e+00,                     5.604481e-01,  -3.609502e-02,  1.034316e+00,          3.350760e+00,                     2.192752e-01,  -4.831543e-01,  1.863993e-01,          5.697798e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1008590,  1797223336,  5.120238e+00,  2.522919e+00,   3.296901e+00,     0.000000e+00,                     8.588106e-01,  -6.656479e-01,  5.786217e+00,          1.728723e+00,                     3.664872e-01,   4.550041e-02,  5.891535e+00,          5.291312e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             9,                  1,            15,    46
     1014247,  1797223337,  8.224675e+00,  2.454081e+00,   7.676586e-02,     0.000000e+00,                     5.655425e-01,  -9.352005e-01,  1.888599e+00,          7.577591e-01,                     4.401614e-01,   2.094399e-01,  2.457316e+00,          3.395869e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1039810,  1797223338,  7.290277e+00,  4.811545e+00,   1.138869e+00,     0.000000e+00,                     4.346922e-02,   4.309769e-01,  6.214786e+00,          1.250848e+00,                     3.639680e-01,  -4.472579e-02,  1.842504e+00,          4.932663e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
     1041887,  1797223339,  1.839442e+01,  5.671902e+00,   2.817447e+01,     0.000000e+00,                     7.097961e-01,  -8.623945e-01,  2.714958e+00,          4.221420e+00,                     8.485394e-01,   1.229004e-01,  5.330499e+00,          5.980506e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,             1,    46
     1046728,  1797223340,  3.623577e+01,  2.259843e+01,   9.851289e+01,     0.000000e+00,                     8.844684e-01,   1.017762e-01,  5.349221e+00,          4.645974e+00,                     1.193923e-01,   2.923296e-03,  1.498999e-01,          1.359174e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,            14,    46
     1056625,  1797223341,  6.576102e+00,  2.992148e+00,   5.736466e-02,     0.000000e+00,                     8.794158e-01,   1.488065e-01,  4.248054e+00,          3.868631e-01,                     2.713409e-01,   8.631366e-01,  3.260384e+00,          4.866773e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1129420,  1797223342,  6.056704e+00,  3.260146e+00,   2.215955e-01,     0.000000e+00,                     6.988113e-01,  -7.959026e-02,  3.651432e+00,          1.340417e+00,                     1.460109e-01,   9.384861e-01,  3.608944e+00,          5.587941e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
     1139521,  1797223343,  1.207655e+01,  1.151178e+01,   1.078894e+01,     0.000000e+00,                     1.622495e-01,   9.289873e-01,  2.438472e+00,          9.231445e-02,                     3.287688e-01,   2.143843e-01,  4.896254e+00,          2.908645e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,            13,    46
     1151438,  1797223344,  1.451363e+01,  1.352328e+01,   8.415031e-02,     0.000000e+00,                     7.944135e-01,   1.250776e+00,  2.509335e+00,          1.234451e+00,                     2.823368e-01,   1.024451e+00,  1.616635e+00,          3.725328e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1227009,  1797223345,  8.259757e+00,  5.945226e+00,   3.405570e-01,     0.000000e+00,                     6.933345e-01,  -1.288596e+00,  2.438798e-01,          1.861414e+00,                     4.509440e-01,   8.705818e-01,  5.318873e+00,          2.485600e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            11,                  1,            13,    46
     1237286,  1797223346,  1.349368e+01,  8.895063e+00,   7.902017e-01,     0.000000e+00,                     2.063349e-01,  -3.501186e-01,  3.853523e-01,          5.043969e+00,                     1.120826e-02,  -6.638261e-01,  1.483021e+00,          3.256368e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
     1239399,  1797223347,  5.355109e+00,  4.524450e+00,   8.866856e+00,     0.000000e+00,                     3.719042e-01,  -5.678521e-01,  2.356801e-01,          4.112022e+00,                     6.351808e-01,   4.073318e-01,  6.059257e-01,          3.021840e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1246704,  1797223348,  7.537662e+00,  6.798177e+00,   5.888503e-02,     0.000000e+00,                     7.437424e-01,   1.697093e-01,  2.021356e+00,          5.569718e+00,                     8.809471e-01,  -5.046786e-01,  1.641031e+00,          2.328633e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1640967,  1797223349,  7.768359e+00,  2.880009e+00,   6.895600e+00,     0.000000e+00,                     3.718086e-01,   4.928158e-01,  8.758821e-01,          1.947799e+00,                     6.467917e-01,  -3.543423e-01,  4.009707e+00,          1.857898e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1646556,  1797223350,  2.500841e+01,  2.158067e+01,   1.043424e+00,     0.000000e+00,                     8.141013e-01,  -2.321906e-01,  3.308188e+00,          9.004593e-01,                     8.718064e-01,  -1.133104e+00,  1.072035e+00,          3.033873e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
     1650721,  1797223351,  1.207565e+01,  1.005143e+01,   1.726786e-01,     0.000000e+00,                     8.739554e-01,   3.256311e-01,  3.263750e+00,          1.751877e+00,                     8.251012e-01,   9.137134e-01,  8.331397e-01,          2.350993e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
     1653310,  1797223352,  1.060412e+01,  4.036347e+00,   3.600635e+00,     0.000000e+00,                     8.613503e-01,   1.291487e-01,  1.938167e+00,          5.152106e-02,                     2.481899e-01,   7.717319e-01,  3.347309e+00,          4.496354e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
     1655671,  1797223353,  5.644461e+00,  1.494463e+00,   8.306887e+00,     0.000000e+00,                     9.648787e-01,   7.037720e-01,  8.049072e-01,          8.358279e-01,                     4.409663e-01,   1.828489e-01,  3.850341e+00,          5.988282e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1662764,  1797223354,  7.995574e+00,  2.006090e+00,   8.014725e+00,     0.000000e+00,                     2.166164e-01,  -5.289014e-01,  5.847650e+00,          5.667100e+00,                     1.320894e-01,   5.502210e-01,  3.560391e+00,          5.366050e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1668361,  1797223355,  9.024675e+00,  7.815225e+00,   8.008769e+01,     0.000000e+00,                     4.985970e-01,   1.090920e+00,  5.378806e+00,          5.323873e+00,                     3.961363e-01,   6.147044e-01,  1.145791e+00,          3.192083e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1674230,  1797223356,  5.888391e+00,  1.554323e+00,   7.231628e+00,     0.000000e+00,                     1.303060e-01,  -1.359059e+00,  1.595658e+00,          5.494040e+00,                     9.899711e-01,   1.346608e+00,  2.083963e+00,          4.172426e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1681535,  1797223357,  4.491902e+01,  3.930811e+01,   2.565122e-01,     0.000000e+00,                     1.738318e-01,  -5.895702e-02,  2.759566e+00,          1.333348e-01,                     9.869929e-01,   5.193459e-01,  1.044879e-01,          1.194591e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1703250,  1797223358,  2.048449e+01,  6.922842e+00,   2.255827e+01,     0.000000e+00,                     2.678350e-01,  -3.798316e-01,  7.926158e-01,          2.517938e+00,                     8.490211e-01,  -6.179792e-01,  3.964767e+00,          2.815682e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,             1,    46
     1707995,  1797223359,  9.152899e+00,  1.870915e+00,   4.088548e-02,     0.000000e+00,                     9.570573e-02,  -6.066243e-01,  1.991953e+00,          4.569477e+00,                     2.955390e-01,  -5.928259e-01,  1.451644e-01,          2.800751e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1802846,  1797223360,  5.520445e+00,  2.483499e+00,   1.273915e+00,     0.000000e+00,                     3.369967e-01,   4.021585e-01,  6.604436e-01,          4.004709e+00,                     5.822579e-01,  -9.330720e-01,  9.381146e-01,          4.314140e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
     1805503,  1797223361,  8.440492e+00,  7.446844e+00,   1.655916e+00,     0.000000e+00,                     7.725724e-01,   6.558835e-01,  4.707977e+00,          6.106726e+00,                     1.781901e-01,  -7.537317e-01,  2.435954e+00,          5.120939e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
     1807592,  1797223362,  1.535316e+01,  4.725446e+00,   5.965872e+01,     0.000000e+00,                     6.318106e-01,  -4.147000e-02,  3.966604e+00,          2.231378e+00,                     3.991172e-01,  -2.977920e-01,  4.176710e+00,          5.486995e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1812777,  1797223363,  5.088762e+00,  1.859671e+00,   3.103787e-01,     0.000000e+00,                     2.024115e-01,  -4.956526e-01,  4.968764e+00,          3.953451e+00,                     5.349189e-01,   3.893506e-01,  1.164685e-01,          4.537963e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            10,    46
     1820586,  1797223364,  6.113034e+00,  1.485094e+00,   5.997718e+01,     0.000000e+00,                     8.288933e-02,   8.190379e-01,  1.120847e-01,          5.981667e+00,                     9.518994e-01,   1.258246e+00,  5.573232e+00,          2.356175e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            15,                  1,             1,    46
