    INT     ,    INT     ,        FLOAT         ,         FLOAT          ,       FLOAT        ,     FLOAT     ,      FLOAT      ,       FLOAT        ,     FLOAT      ,    FLOAT     ,   INT    , BOOL  ,     FLOAT      ,    FLOAT     ,      FLOAT       ,    FLOAT     ,       BOOL        ,      INT      ,      INT      ,        INT         ,        INT         ,     FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      BOOL      ,      BOOL      ,   BOOL   
      488984,  3616916403,          8.501106e+01,            8.501106e+01,        0.000000e+00,   2.231761e+04,     3.809147e+00,        5.057082e+00,    6.798516e-01,  5.441145e+00,         2,1,    7.205968e+00,  5.619593e+00,      1.380011e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380011e+00,      1.380011e+00,  5.32249417e+01,   0.000000e+00,  3.052798e+01,  4.907957e+03, -1.432156e+02,     0.000000e+00,1,0,1
      502006,  3616916405,          3.771874e+02,            3.407329e+02,        9.664808e-02,   2.603814e+05,     1.308592e+00,        2.050766e+00,    2.419250e-01,  3.142022e+00,         1,0,    3.269363e+00,  5.574671e+00,      2.177248e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.177248e+00,      3.269363e+00,  1.73689257e+01,   0.000000e+00,  7.787206e-01,  2.486282e+01,  1.397793e+01,     2.065993e+01,0,1,0
     1407483,  3616916416,          3.892796e+01,            3.892796e+01,        0.000000e+00,   1.288570e+04,     3.021021e+00,        3.217037e+00,   -8.209714e-01,  1.900065e+00,         2,1,    6.258752e+00,  1.916093e+00,      1.380559e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380559e+00,      1.380559e+00,  7.21383683e+01,   0.000000e+00,  1.632662e+01,  9.383904e+03, -4.547033e+02,     0.000000e+00,1,0,1
     1426845,  3616916420,          6.789703e+01,            6.789703e+01,        0.000000e+00,   4.771781e+04,     1.422886e+00,        1.481032e+00,    7.586592e-01,  5.258282e+00,         2,1,    7.961109e+00,  6.911674e+00,      1.381075e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.214126e+00,      2.214126e+00,  4.28889706e+01,   0.000000e+00,  5.826723e+00,  1.244948e+03, -2.281579e+02,     0.000000e+00,1,0,1
     1449685,  3616916424,          4.587878e+01,            4.587878e+01,        0.000000e+00,   2.602109e+04,     1.763138e+00,        4.841670e+00,   -8.903758e-01,  1.771416e+00,         2,1,    7.641021e+00,  4.186201e+00,      1.380253e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380253e+00,      1.380253e+00,  4.67482210e+01,   0.000000e+00,  5.759990e+00,  3.329291e+03, -5.583722e+02,     0.000000e+00,1,0,1
     1575894,  3616916431,          3.575955e+01,            3.575955e+01,        0.000000e+00,   1.468035e+04,     2.435879e+00,        6.086908e+00,   -1.109905e-01,  3.647616e+00,         2,1,    6.817249e+00,  1.827295e+00,      1.380260e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380260e+00,      1.380260e+00,  5.99107136e+01,   0.000000e+00,  4.643262e+00,  7.645208e+03, -1.376050e+03,     0.000000e+00,1,0,1
     1582319,  3616916432,          5.959854e+02,            2.881701e+01,        9.516481e-01,   2.927060e+04,     9.845035e-01,        4.004093e+00,    1.895031e-01,  3.895332e+00,         1,0,    3.348333e+01,  1.949531e+01,      1.062835e+01,  2.873883e+01,0,             14,              1,                   5,                   1,   1.398299e+01,      1.398299e+01,  6.13172442e+00,   0.000000e+00,  9.028775e-01,  1.178575e+04,  8.505203e+03,     1.642771e+01,1,0,0
     1582319,  3616916432,          5.094725e+02,            3.988262e+02,        2.171782e-01,   3.883485e+03,     1.026980e+02,        3.266985e+00,    2.328610e-01,  4.643923e+00,         1,1,    5.579247e+00,  2.873884e+01,      3.964488e+00,  1.945490e+00,1,             13,              2,                   8,                  14,   3.964488e+00,      5.579247e+00,  1.04550049e+01,   9.028775e-01,  1.904133e+03,  5.540802e+04, -3.683977e+01,     0.000000e+00,0,1,0
     1597669,  3616916434,          2.326428e+02,            1.935821e+02,        1.678999e-01,   1.762330e+05,     1.098444e+00,        8.294787e-01,    5.873697e-02,  5.101054e+00,         1,1,    2.391186e+00,  4.577750e+00,      1.498602e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.498602e+00,      2.391186e+00,  2.56116475e+01,   0.000000e+00,  2.204638e+00,  4.276730e+01, -2.647503e+01,     0.000000e+00,0,1,1
     1601190,  3616916435,          1.830302e+02,            8.803434e+01,        5.190175e-01,   4.064363e+04,     2.166006e+00,        1.601869e-01,    1.318611e-01,  4.815940e+00,         1,1,    9.562053e+00,  3.339653e+01,      7.044741e+00,  5.072623e+00,1,             14,              1,                   8,                   4,   7.044741e+00,      9.562053e+00,  6.77226653e+00,   0.000000e+00,  3.086880e+00,  4.956611e+03, -1.021666e+03,     0.000000e+00,0,1,1
     1646466,  3616916441,          7.463097e+01,            7.463097e+01,        0.000000e+00,   1.771266e+04,     4.213425e+00,        7.599726e-01,    3.977268e-01,  5.188983e+00,         2,1,    7.160481e+00,  1.554747e+00,      1.380220e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380220e+00,      1.380220e+00,  5.39469246e+01,   0.000000e+00,  4.650099e+01,  5.294577e+03, -7.890607e+01,     0.000000e+00,1,0,1
     1652855,  3616916442,          4.663171e+01,            4.663171e+01,        0.000000e+00,   2.093359e+04,     2.227603e+00,        2.751758e+00,    1.355833e+00,  6.683509e-01,         2,1,    7.644110e+00,  5.542422e+00,      1.380174e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380174e+00,      1.380174e+00,  4.67002185e+01,   0.000000e+00,  1.192638e+01,  5.735394e+03, -5.212258e+02,     0.000000e+00,1,0,1
     1658548,  3616916443,          3.275836e+02,            3.202119e+02,        2.250328e-02,   2.029622e+04,     1.577693e+01,        4.986903e+00,    6.524208e-01,  5.443193e+00,         1,1,    1.008759e+01,  8.633273e+00,      1.970919e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.998765e+00,      2.998765e+00,  2.75202505e+01,   0.000000e+00,  4.124328e+02,  8.661952e+03, -1.726602e+01,     0.000000e+00,1,0,1
     1664601,  3616916444,          2.756182e+01,            2.756182e+01,        0.000000e+00,   6.751217e+03,     4.082496e+00,        6.035753e+00,    9.524681e-01,  5.538202e+00,         2,1,    6.198299e+00,  1.277848e+00,      1.381441e+00,  1.260000e+00,0,             13,              2,                   6,                  12,   1.381441e+00,      1.381441e+00,  7.38103560e+01,   0.000000e+00,  5.744268e+01,  3.126321e+04, -5.185193e+02,     0.000000e+00,1,0,0
     1709414,  3616916449,          2.300616e+02,            1.637718e+02,        2.881393e-01,   2.056496e+05,     7.963634e-01,        2.870457e+00,    2.076794e-01,  2.609558e-01,         1,1,    6.731651e+00,  1.137955e+01,      4.856816e+00,  2.424285e+00,1,             13,              1,                   8,                   1,   4.856816e+00,      6.731651e+00,  8.62965989e+00,   0.000000e+00,  3.101651e+00,  8.162283e+01, -3.850642e+01,     0.000000e+00,0,1,1
     1719072,  3616916451,          3.572850e+01,            3.572850e+01,        0.000000e+00,   3.201301e+04,     1.116062e+00,        4.964084e+00,    7.985351e-03,  5.439757e+00,         2,1,    7.525209e+00,  5.376432e+00,      1.380026e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380026e+00,      1.380026e+00,  4.84571946e+01,   0.000000e+00,  5.654997e+00,  2.399451e+03, -4.569713e+02,     0.000000e+00,1,0,1
     1733014,  3616916453,          6.571696e+01,            6.571696e+01,        0.000000e+00,   1.204133e+04,     5.457614e+00,        4.629326e+00,    7.171556e-01,  4.556003e+00,         2,1,    6.505043e+00,  4.058385e+00,      1.381334e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.381334e+00,      1.381334e+00,  6.62957349e+01,   0.000000e+00,  3.823610e+01,  1.388595e+04, -2.453275e+02,     0.000000e+00,1,0,1
     1776784,  3616916459,          2.119202e+02,            1.772093e+02,        1.637926e-01,   1.365036e+05,     1.298202e+00,        2.485124e+00,   -3.662629e-02,  1.582798e+00,         1,1,    2.421056e+00,  1.305435e+00,      1.521494e+00,  1.277584e+00,1,             13,              2,                   8,                  11,   1.521494e+00,      2.421056e+00,  4.09367556e+01,   0.000000e+00,  1.887684e+00,  3.811816e+01, -2.083906e+01,     0.000000e+00,0,1,0
     1807983,  3616916462,          6.441806e+02,            5.865362e+02,        8.948484e-02,   8.385165e+04,     6.994927e+00,        5.933222e+00,   -4.065629e-01,  9.899422e-01,         1,1,    3.435015e+00,  1.085193e+01,      2.305455e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.305455e+00,      3.435015e+00,  1.66434334e+01,   0.000000e+00,  4.646093e+01,  3.872899e+02, -5.947800e+00,     0.000000e+00,0,1,1
     2001306,  3616916465,          8.232263e+01,            8.232263e+01,        0.000000e+00,   1.307978e+04,     6.293886e+00,        5.325248e+00,    4.672016e-01,  1.812185e+00,         2,1,    6.493157e+00,  3.489566e+00,      1.380001e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380001e+00,      1.380001e+00,  6.65588064e+01,   0.000000e+00,  3.650735e+01,  1.112162e+04, -1.431091e+02,     0.000000e+00,1,0,1
     2007771,  3616916466,          2.965600e+02,            2.490833e+02,        1.600916e-01,   1.609603e+05,     1.547483e+00,        8.689518e-02,   -2.371835e-02,  1.871396e+00,         1,1,    4.559694e+00,  1.171663e+01,      3.175717e+00,  1.556222e+00,1,             13,              1,                   8,                   1,   3.175717e+00,      4.559694e+00,  1.21849090e+01,   0.000000e+00,  1.173057e+00,  1.197399e+02, -1.151977e+02,     0.000000e+00,0,1,1
     2048013,  3616916470,          1.160754e+02,            1.134544e+02,        2.258069e-02,   2.699206e+04,     4.203249e+00,        6.547586e-01,    9.608860e-02,  5.637271e+00,         1,1,    1.005712e+01,  6.097960e+00,      1.962230e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.987155e+00,      2.987155e+00,  2.76680482e+01,   0.000000e+00,  4.721582e+01,  4.226268e+03, -7.896002e+01,     0.000000e+00,1,0,1
     2054066,  3616916471,          8.231646e+01,            8.231646e+01,        0.000000e+00,   1.502345e+04,     5.479198e+00,        2.735280e+00,    1.062880e+00,  2.990560e+00,         2,1,    7.562829e+00,  2.097038e+00,      1.380383e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380383e+00,      1.380383e+00,  4.79107397e+01,   0.000000e+00,  7.287448e+01,  8.157398e+03, -1.131354e+02,     0.000000e+00,1,0,1
     2066348,  3616916473,          5.659099e+02,            4.325647e+02,        2.356298e-01,   1.918295e+05,     2.254943e+00,        1.139296e-01,    8.102946e-01,  1.304611e+00,         1,1,    5.922364e+00,  3.124867e+01,      4.228496e+00,  2.068320e+00,1,             13,              1,                   8,                   1,   4.228496e+00,      5.922364e+00,  9.56808255e+00,   0.000000e+00,  5.531758e+00,  1.925279e+02, -3.377112e+01,     0.000000e+00,0,1,1
     2476660,  3616916479,          5.990946e+02,            5.262793e+02,        1.215422e-01,   1.200852e+05,     4.382550e+00,        3.798023e+00,    9.548182e-02,  5.342053e+00,         1,1,    2.845519e+00,  1.105571e+00,      1.850029e+00,  1.277584e+00,1,             13,              2,                   8,                  11,   1.850029e+00,      2.845519e+00,  4.88294132e+01,   0.000000e+00,  2.928710e+01,  5.222253e+01, -1.304920e+00,     0.000000e+00,0,1,0
     2502363,  3616916482,          4.592968e+02,            4.222606e+02,        8.063680e-02,   3.507007e+04,     1.204048e+01,        2.814820e-01,    4.065923e-01,  6.008499e-01,         1,1,    3.688065e+00,  1.479455e+01,      2.501259e+00,  1.278112e+00,1,             13,              1,                   8,                   1,   2.501259e+00,      3.688065e+00,  1.59365308e+01,   0.000000e+00,  1.639683e+02,  2.864246e+03, -1.532993e+01,     0.000000e+00,0,1,1
     2514673,  3616916484,          2.839303e+02,            2.773858e+02,        2.304986e-02,   1.346721e+04,     2.059713e+01,        8.025972e-01,   -8.071322e-01,  5.595249e-01,         1,1,    9.876843e+00,  5.483181e+00,      1.906471e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.918665e+00,      2.918665e+00,  2.85725356e+01,   0.000000e+00,  9.528979e+02,  1.614198e+04, -1.584137e+01,     0.000000e+00,1,0,1
     2959379,  3616916490,          2.740612e+02,            2.485320e+02,        9.315141e-02,   1.651700e+05,     1.504705e+00,        1.192549e+00,    8.192675e-01,  4.233654e+00,         1,1,    3.793711e+00,  2.311907e+01,      2.583216e+00,  1.312424e+00,1,             13,              1,                   8,                   1,   2.583216e+00,      3.793711e+00,  1.47061833e+01,   0.000000e+00,  1.380336e+00,  1.880253e+02, -3.400040e+02,     0.000000e+00,0,1,1
     3088289,  3616916494,          1.814803e+02,            1.116154e+02,        3.849723e-01,   7.539533e+05,     1.480403e-01,        5.489570e+00,    1.054818e+00,  3.305322e+00,         1,1,    7.584587e+00,  5.426024e+00,      5.796803e+00,  3.347453e+00,1,             14,              1,                   5,                   4,   5.796803e+00,      7.584587e+00,  9.60713037e+00,   0.000000e+00,  3.000476e+00,  1.340752e+01, -6.701443e+00,     0.000000e+00,0,1,1
     3107651,  3616916496,          3.927551e+01,            3.927551e+01,        0.000000e+00,   1.398259e+04,     2.808886e+00,        6.089875e+00,   -1.077653e+00,  3.082849e-01,         2,1,    6.276379e+00,  1.861237e+00,      1.380060e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380060e+00,      1.380060e+00,  7.16930073e+01,   0.000000e+00,  2.857856e+01,  7.933080e+03, -2.855256e+02,     0.000000e+00,1,0,1
     3115032,  3616916497,          4.959037e+02,            4.552052e+02,        8.206932e-02,   2.503711e+05,     1.818122e+00,        9.518164e-01,   -2.883726e-01,  1.465466e+00,         1,1,    3.636964e+00,  6.886843e+00,      2.461435e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.461435e+00,      3.636964e+00,  1.53699314e+01,   0.000000e+00,  3.105647e+00,  3.199812e+01, -7.955308e+00,     0.000000e+00,0,1,1
     3120009,  3616916498,          3.701942e+02,            2.761232e+02,        2.541124e-01,   2.869103e+04,     9.624028e+00,        4.536934e+00,   -9.443506e-01,  1.102016e+00,         1,1,    6.223433e+00,  1.926972e+01,      4.463476e+00,  2.191052e+00,1,             13,              1,                   8,                   1,   4.463476e+00,      6.223433e+00,  9.51351092e+00,   0.000000e+00,  1.002458e+02,  5.902708e+03, -5.120796e+01,     0.000000e+00,0,1,1
     3503798,  3616916501,          1.841147e+02,            1.737576e+02,        5.625390e-02,   3.136491e+04,     5.539871e+00,        5.661186e+00,   -7.619820e-01,  6.920166e-01,         1,1,    1.502750e+01,  1.314341e+01,      3.523319e+00,  1.822981e+00,0,             13,              1,                   5,                   1,   5.000718e+00,      5.000718e+00,  1.45814169e+01,   0.000000e+00,  6.391169e+01,  5.457991e+03, -7.879649e+01,     0.000000e+00,1,0,1
     3511920,  3616916503,          2.112553e+02,            8.997666e+01,        5.740857e-01,   1.896846e+05,     4.743489e-01,        6.139780e+00,   -7.074411e-01,  1.707689e+00,         1,0,    1.014972e+01,  7.503899e+00,      7.519486e+00,  5.780779e+00,1,             14,              1,                   8,                   1,   7.519486e+00,      1.014972e+01,  6.52701599e+00,   0.000000e+00,  5.765120e-01,  9.351680e+01,  1.859620e+02,     4.495228e+01,0,1,0
     3986992,  3616916509,          6.082373e+02,            2.892797e+02,        5.243966e-01,   2.146914e+05,     1.347421e+00,        2.216150e+00,   -8.617436e-01,  4.360564e+00,         1,1,    9.624346e+00,  2.798520e+01,      7.091748e+00,  5.141538e+00,1,             14,              1,                   8,                   1,   7.091748e+00,      9.624346e+00,  6.68707343e+00,   0.000000e+00,  1.373853e+00,  1.555208e+02, -3.049124e+02,     0.000000e+00,0,1,1
     3988509,  3616916510,          2.421933e+02,            1.537461e+02,        3.651925e-01,   4.894245e+04,     3.141365e+00,        4.655019e-01,   -1.543742e+00,  4.871498e+00,         1,1,    2.085800e+01,  1.806355e+01,      6.049094e+00,  7.655325e+00,0,             14,              1,                   5,                   1,   7.616816e+00,      7.616816e+00,  9.58394070e+00,   0.000000e+00,  1.548308e+01,  3.096982e+03, -2.137610e+02,     0.000000e+00,1,0,1
     4000406,  3616916511,          3.147185e+02,            1.833580e+02,        4.173906e-01,   3.746733e+04,     4.893809e+00,        1.396310e+00,   -4.789131e-01,  2.274208e+00,         1,1,    2.184148e+01,  1.215338e+01,      6.464325e+00,  8.938875e+00,0,             14,              1,                   5,                   1,   8.080808e+00,      8.080808e+00,  9.10443748e+00,   0.000000e+00,  1.984464e+01,  4.615595e+03, -1.583079e+02,     0.000000e+00,1,0,1
     4392050,  3616916519,          5.586015e+02,            4.819098e+02,        1.372923e-01,   2.241061e+04,     2.150365e+01,        6.614071e-01,   -1.238706e+00,  5.420076e-01,         1,1,    1.707987e+01,  6.767670e+00,      4.212713e+00,  2.855090e+00,0,             13,              1,                   5,                   1,   5.893668e+00,      5.893668e+00,  1.22396137e+01,   0.000000e+00,  1.160897e+03,  9.050162e+03, -7.694388e+00,     0.000000e+00,1,0,1
     4397067,  3616916520,          5.891445e+02,            5.071872e+02,        1.391123e-01,   7.186892e+04,     7.057115e+00,        2.905720e+00,    1.060494e+00,  1.900791e+00,         1,1,    2.637687e+00,  7.527803e+00,      1.689186e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.689186e+00,      2.637687e+00,  2.26914655e+01,   0.000000e+00,  4.867245e+01,  3.751164e+02, -6.937471e+00,     0.000000e+00,0,1,1
     4401380,  3616916521,          4.952749e+02,            3.639721e+02,        2.651109e-01,   2.591354e+04,     1.404564e+01,        2.375546e+00,   -2.222688e-01,  3.895321e+00,         1,1,    1.950638e+01,  1.134949e+01,      5.253826e+00,  5.514040e+00,0,             14,              1,                   5,                   1,   6.989239e+00,      6.989239e+00,  1.03597175e+01,   0.000000e+00,  2.315833e+02,  8.757989e+03, -2.701042e+01,     0.000000e+00,1,0,1
     4411698,  3616916523,          6.528111e+02,            5.271138e+02,        1.925477e-01,   1.900138e+05,     2.774082e+00,        1.896126e+00,    7.577142e-01,  5.966109e+00,         1,1,    4.993324e+00,  1.115638e+01,      3.511069e+00,  1.774877e+00,1,             13,              1,                   8,                   1,   3.511069e+00,      4.993324e+00,  1.11548654e+01,   0.000000e+00,  1.441066e+01,  8.525388e+01, -6.249295e+00,     0.000000e+00,0,1,1
     4867136,  3616916529,          2.511322e+02,            2.275547e+02,        9.388481e-02,   7.765901e+04,     2.930177e+00,        5.674961e+00,   -4.122268e-01,  6.271933e+00,         1,1,    3.801070e+00,  1.322139e+01,      2.588402e+00,  1.314590e+00,1,             13,              1,                   8,                   1,   2.588402e+00,      3.801070e+00,  1.48719921e+01,   0.000000e+00,  1.651270e+01,  5.379706e+02, -3.467825e+01,     0.000000e+00,0,1,1
     4906145,  3616916532,          6.878657e+02,            1.485014e+02,        7.841128e-01,   1.991711e+04,     7.455973e+00,        3.384902e+00,   -1.005340e+00,  4.420185e+00,         1,1,    3.024522e+01,  1.238550e+01,      9.336461e+00,  2.161611e+01,0,             14,              1,                   5,                   1,   1.227174e+01,      1.227174e+01,  6.65080833e+00,   0.000000e+00,  5.732200e+01,  2.048283e+04, -3.100268e+02,     0.000000e+00,1,0,1
     4953891,  3616916538,          5.805399e+02,            4.979715e+02,        1.422269e-01,   2.226726e+04,     2.236340e+01,        5.315184e-01,    4.110958e-01,  1.238188e+00,         1,1,    1.718963e+01,  1.415783e+01,      4.253697e+00,  2.920315e+00,0,             13,              1,                   5,                   1,   5.942324e+00,      5.942324e+00,  1.21372274e+01,   0.000000e+00,  4.904466e+02,  1.205005e+04, -1.278661e+01,     0.000000e+00,1,0,1
     4972974,  3616916541,          1.208748e+02,            5.842892e+01,        5.166160e-01,   4.237782e+04,     1.378762e+00,        6.425072e-01,    9.859403e-02,  2.252504e+00,         1,0,    2.434948e+01,  1.607281e+01,      7.251315e+00,  1.193046e+01,0,             14,              1,                   5,                   1,   9.290616e+00,      9.290616e+00,  8.12065590e+00,   0.000000e+00,  9.917823e-01,  4.290062e+03,  1.390845e+04,     2.102877e+01,1,0,0
     4972974,  3616916541,          3.553232e+02,            3.098195e+02,        1.280627e-01,   2.237756e+03,     1.384510e+02,        3.106068e+00,   -7.944361e-01,  2.283014e+00,         1,1,    4.144550e+00,  1.193049e+01,      2.854174e+00,  1.424827e+00,1,             13,              2,                   8,                  14,   2.854174e+00,      4.144550e+00,  1.35064749e+01,   9.917823e-01,  3.250476e+03,  4.930718e+04, -2.670977e+01,     0.000000e+00,0,1,0
     4983664,  3616916543,          2.901588e+02,            2.428279e+02,        1.631209e-01,   1.984285e+04,     1.223755e+01,        1.740379e+00,    3.543908e-01,  2.823811e+00,         1,1,    2.426085e+00,  1.100581e+01,      1.525601e+00,  1.277584e+00,1,             13,              1,                   8,                   4,   1.525601e+00,      2.426085e+00,  2.56052648e+01,   0.000000e+00,  1.328454e+02,  6.502031e+03, -4.677386e+01,     0.000000e+00,0,1,1
     4991853,  3616916544,          3.862239e+01,            3.862239e+01,        0.000000e+00,   2.570950e+04,     1.502261e+00,        4.121636e+00,    7.249686e-01,  2.544076e+00,         2,1,    7.933190e+00,  4.430398e+00,      1.383119e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.204194e+00,      2.204194e+00,  4.31925117e+01,   0.000000e+00,  1.801573e+00,  3.565144e+03, -3.440011e+03,     0.000000e+00,1,0,1
     5036355,  3616916550,          1.032216e+02,            8.451861e+01,        1.811924e-01,   3.308444e+04,     2.554633e+00,        1.941690e+00,   -1.460454e+00,  6.133579e+00,         1,1,    1.812996e+01,  6.418689e+00,      4.576677e+00,  3.914515e+00,0,             14,              1,                   5,                   1,   6.362710e+00,      6.362710e+00,  1.13313094e+01,   0.000000e+00,  1.819965e+01,  4.274644e+03, -2.485024e+02,     0.000000e+00,1,0,1
     5063020,  3616916553,          5.286368e+01,            5.286368e+01,        0.000000e+00,   3.792567e+04,     1.393876e+00,        1.400506e+00,    6.463448e-01,  5.384986e+00,         2,1,    7.974248e+00,  6.010594e+00,      1.382309e+00,  1.260000e+00,0,             13,              1,                   5,                   1,   2.218803e+00,      2.218803e+00,  4.27482939e+01,   0.000000e+00,  6.668724e+00,  1.853151e+03, -2.928738e+02,     0.000000e+00,1,0,1
