Mass_1,Separation,q,Eccentricity,Mass_2,Metallicity_1,Metallicity_2,SEED,batch,is_hit,mixture_weight
6.848620913135703,0.07284183121553081,0.48580614557873203,0.0,3.327102128340352,0.0142,0.0142,2415991043.0,0.0,0.0,1
11.138909322203803,7.534694816656967,0.5592488558413359,0.0,6.229422293762867,0.0142,0.0142,2415991044.0,0.0,0.0,1
10.03510481503603,0.7893955285426983,0.4035128646540036,0.0,4.049293891018373,0.0142,0.0142,2415991045.0,0.0,0.0,1
5.712710082114202,32.69502028480829,0.9811249187774964,0.0,5.6048822153136815,0.0142,0.0142,2415991046.0,0.0,0.0,1
24.314505267248542,35.3091185706028,0.38177730601621945,0.0,9.282726318047326,0.0142,0.0142,2415991047.0,0.0,0.0,1
44.714448290492115,0.5938517757690084,0.5512637865550698,0.0,24.64945607833755,0.0142,0.0142,2415991048.0,0.0,0.0,1
5.97072527983928,0.0761043536967131,0.7551248926991263,0.0,4.508643286274597,0.0142,0.0142,2415991049.0,0.0,0.0,1
8.365248152544575,14.195337042582926,0.9340602969944498,0.0,7.813646173798059,0.0142,0.0142,2415991050.0,0.0,0.0,1
6.449408089507944,0.07611210542210353,0.47240521937981994,0.0,3.0467340433939856,0.0142,0.0142,2415991051.0,0.0,0.0,1
32.489230273576894,3.616739751068196,0.6927851974538882,0.0,22.50805781020481,0.0142,0.0142,2415991052.0,0.0,0.0,1
6.853051292168343,20.76311217195269,0.3863094441161128,0.0,2.6473984351767608,0.0142,0.0142,2415991053.0,0.0,0.0,1
13.64906849985929,1.098039678508724,0.5649716634114816,0.0,7.711336934382759,0.0142,0.0142,2415991054.0,0.0,0.0,1
20.240309309723592,0.5522463042622707,0.937479094340683,0.0,18.97486684085497,0.0142,0.0142,2415991055.0,0.0,0.0,1
13.660547306029896,2.448169240262912,0.6433197958085819,0.0,8.788100503548627,0.0142,0.0142,2415991056.0,0.0,0.0,1
21.205765741327106,0.5264142157287145,0.9057912364772276,0.0,19.207996771283113,0.0142,0.0142,2415991057.0,0.0,0.0,1
8.93377883907679,3.299072218954204,0.9671315615028273,0.0,8.640139478757252,0.0142,0.0142,2415991058.0,0.0,0.0,1
15.318390505702133,5.116259448684703,0.9820702896250595,0.0,15.043736200524656,0.0142,0.0142,2415991059.0,0.0,0.0,1
6.559430972210453,5.299297369881128,0.21972640500250043,0.0,1.4412801863858593,0.0142,0.0142,2415991060.0,0.0,0.0,1
9.117275126966483,76.58876825802534,0.7518728678470852,0.0,6.855031796663187,0.0142,0.0142,2415991061.0,0.0,0.0,1
9.335485569755113,1.378126542656766,0.4906479492854612,0.0,4.580436850384361,0.0142,0.0142,2415991062.0,0.0,0.0,1
7.1729541206883045,1.5364591418854225,0.42511212671884513,0.0,3.049309781102509,0.0142,0.0142,2415991063.0,0.0,0.0,1
6.221769986808592,26.217490897063968,0.20389056547293924,0.0,1.2685602008529655,0.0142,0.0142,2415991064.0,0.0,0.0,1
5.979326870778354,0.0332623293909084,0.7891523091263057,0.0,4.7185996070957055,0.0142,0.0142,2415991065.0,0.0,0.0,1
7.335392154397542,1.719010415588577,0.20811063382706926,0.0,1.5265731106217837,0.0142,0.0142,2415991066.0,0.0,0.0,1
18.779896553730698,0.18728859286766714,0.9504102411190083,0.0,17.848606011821225,0.0142,0.0142,2415991067.0,0.0,0.0,1
7.170454656110387,13.846083679871025,0.4626603945241395,0.0,3.3174853801134843,0.0142,0.0142,2415991068.0,0.0,0.0,1
5.215878206670294,0.36572719816785587,0.44783160889746915,0.0,2.335835129106404,0.0142,0.0142,2415991069.0,0.0,0.0,1
35.9171593090571,6.637045945429787,0.5186908424333294,0.0,18.629901619826924,0.0142,0.0142,2415991070.0,0.0,0.0,1
7.688573737242815,0.20849650745513745,0.7971526980731585,0.0,6.128967298977537,0.0142,0.0142,2415991071.0,0.0,0.0,1
6.19703154577228,43.287881307495056,0.5950774867085281,0.0,3.687713957311633,0.0142,0.0142,2415991072.0,0.0,0.0,1
9.10652282052764,10.060203458512833,0.7074736684935752,0.0,6.44262510705915,0.0142,0.0142,2415991073.0,0.0,0.0,1
12.082791765965315,13.487612190959373,0.3945156923301123,0.0,4.7668509588303865,0.0142,0.0142,2415991074.0,0.0,0.0,1
6.256550304072916,0.309359612582703,0.806400698641077,0.0,5.045286536287442,0.0142,0.0142,2415991075.0,0.0,0.0,1
5.25581927087221,8.285686588675535,0.22942303786592957,0.0,1.2058060235977974,0.0142,0.0142,2415991076.0,0.0,0.0,1
10.813017101255445,13.641939555679317,0.7652909103153598,0.0,8.275103700675333,0.0142,0.0142,2415991077.0,0.0,0.0,1
12.019584474824569,0.12960249969375937,0.5445091875419534,0.0,6.544774176978603,0.0142,0.0142,2415991078.0,0.0,0.0,1
5.5395533845034555,4.692741567067134,0.3850195330383784,0.0,2.132836257342689,0.0142,0.0142,2415991079.0,0.0,0.0,1
5.139646920095482,1.186784622566854,0.591738147376959,0.0,3.041325146668994,0.0142,0.0142,2415991080.0,0.0,0.0,1
25.54239249330158,0.22900388662338036,0.6934690283967303,0.0,17.712858105257784,0.0142,0.0142,2415991081.0,0.0,0.0,1
32.88186046309923,0.18829188842834343,0.5091281036091344,0.0,16.741079260717886,0.0142,0.0142,2415991082.0,0.0,0.0,1
12.3011650963907,0.5384437507075397,0.24714037296507627,0.0,3.040114529826976,0.0142,0.0142,2415991083.0,0.0,0.0,1
7.153663254421661,2.685352723472293,0.25213747995137475,0.0,1.803706625390628,0.0142,0.0142,2415991084.0,0.0,0.0,1
5.6051444993223996,4.434306365498035,0.6872067807535334,0.0,3.851893307037722,0.0142,0.0142,2415991085.0,0.0,0.0,1
5.509238150076903,2.0023075580686065,0.6253871247809266,0.0,3.4454066064099855,0.0142,0.0142,2415991086.0,0.0,0.0,1
8.554176334980681,2.678077269142897,0.24574012290669628,0.0,2.1021043439237053,0.0142,0.0142,2415991087.0,0.0,0.0,1
15.447004580112226,0.4207391531795195,0.38612394554377893,0.0,5.964458355305757,0.0142,0.0142,2415991088.0,0.0,0.0,1
35.84905898503396,5.866137150246306,0.9547450727164837,0.0,34.22671242748376,0.0142,0.0142,2415991089.0,0.0,0.0,1
11.545686162217844,3.2893108887473397,0.6336154036004016,0.0,7.315524597517231,0.0142,0.0142,2415991090.0,0.0,0.0,1
8.073202519706136,0.07848017526607222,0.4874692515810628,0.0,3.9354379901435004,0.0142,0.0142,2415991091.0,0.0,0.0,1
5.8018709234872485,0.10112641818768085,0.3218883996508507,0.0,1.8675549465421137,0.0142,0.0142,2415991092.0,0.0,0.0,1
5.196192778505782,0.06066812841974075,0.8305631798299968,0.0,4.315766397125429,0.0142,0.0142,2415991093.0,0.0,0.0,1
5.053365523939108,94.94547530352314,0.7674869681231118,0.0,3.8783921847858864,0.0142,0.0142,2415991094.0,0.0,0.0,1
15.449626503656203,2.4303261118377675,0.37083751772357404,0.0,5.729301142372207,0.0142,0.0142,2415991095.0,0.0,0.0,1
7.132712284479636,0.029869311934818975,0.20641191191988534,0.0,1.4722767798138947,0.0142,0.0142,2415991096.0,0.0,0.0,1
6.263965852477632,0.04053874170782997,0.9782847661733418,0.0,6.127942369308879,0.0142,0.0142,2415991097.0,0.0,0.0,1
18.062867908751034,1.2963601938915048,0.9364341970746166,0.0,16.914687206996135,0.0142,0.0142,2415991098.0,0.0,0.0,1
37.67432502573872,0.28064867781622094,0.44921350603234034,0.0,16.92381563221403,0.0142,0.0142,2415991099.0,0.0,0.0,1
10.361371152262837,3.9050647996613734,0.9160567603217251,0.0,9.491604090232874,0.0142,0.0142,2415991100.0,0.0,0.0,1
5.715672496141755,1.7478212297077207,0.3581154806654754,0.0,2.0468708032822422,0.0142,0.0142,2415991101.0,0.0,0.0,1
23.74816558436575,0.7095283210333629,0.49189838766397287,0.0,11.681684360926562,0.0142,0.0142,2415991102.0,0.0,0.0,1
29.501372875735317,0.1370036210659476,0.3971918642431087,0.0,11.71770529024439,0.0142,0.0142,2415991103.0,0.0,0.0,1
18.62653725927837,0.25440759347209047,0.5109983330386165,0.0,9.518129489772928,0.0142,0.0142,2415991104.0,0.0,0.0,1
5.263918013425742,3.866603603606769,0.885966662507016,0.0,4.663655874065366,0.0142,0.0142,2415991105.0,0.0,0.0,1
12.151144710199278,0.19815384784479334,0.4852679512051962,0.0,5.896561098316261,0.0142,0.0142,2415991106.0,0.0,0.0,1
7.174789257412985,6.476282970976324,0.40154790670476875,0.0,2.8810216073620465,0.0142,0.0142,2415991107.0,0.0,0.0,1
9.978952795206364,0.41494231653987795,0.5987993185650524,0.0,5.975390133762396,0.0142,0.0142,2415991108.0,0.0,0.0,1
23.668654426735593,4.643840813927789,0.5637011427550782,0.0,13.342047547825894,0.0142,0.0142,2415991109.0,0.0,0.0,1
18.494166908292076,80.41290765088459,0.639853456501084,0.0,11.833556621378651,0.0142,0.0142,2415991110.0,0.0,0.0,1
6.547098061893887,0.37621047723896084,0.22515863533525346,0.0,1.4741356650221105,0.0142,0.0142,2415991111.0,0.0,0.0,1
5.367387735313936,0.1654317659945282,0.9042758828190178,0.0,4.853599282782978,0.0142,0.0142,2415991112.0,0.0,0.0,1
7.40816362879259,0.08345301221324762,0.25109439731797906,0.0,1.860148381604648,0.0142,0.0142,2415991113.0,0.0,0.0,1
5.306174971385246,21.25819006582637,0.8386016558989828,0.0,4.449767117493406,0.0142,0.0142,2415991114.0,0.0,0.0,1
9.73010633536912,91.28613198087247,0.7172418610019522,0.0,6.978839575727033,0.0142,0.0142,2415991115.0,0.0,0.0,1
6.14573314698842,0.12972049312488684,0.5231513109562466,0.0,3.215148352634251,0.0142,0.0142,2415991116.0,0.0,0.0,1
12.688469705195565,38.00008320554391,0.26548543008362496,0.0,3.3686038367868907,0.0142,0.0142,2415991117.0,0.0,0.0,1
9.283363961922412,0.3107689632618106,0.38972608780106566,0.0,3.6179691185134226,0.0142,0.0142,2415991118.0,0.0,0.0,1
5.3396947633469365,2.3100343727505233,0.9282187238244288,0.0,4.956404658845879,0.0142,0.0142,2415991119.0,0.0,0.0,1
22.828113850076182,26.885859330541695,0.9792322889351792,0.0,22.354026177482968,0.0142,0.0142,2415991120.0,0.0,0.0,1
5.139045682438124,11.298994369804015,0.204016937125824,0.0,1.048452359880716,0.0142,0.0142,2415991121.0,0.0,0.0,1
8.55235549619183,3.0833901375055484,0.648667619263088,0.0,5.54763607880634,0.0142,0.0142,2415991122.0,0.0,0.0,1
8.109303646230902,1.4996677324386534,0.884727043517648,0.0,7.174520239916749,0.0142,0.0142,2415991123.0,0.0,0.0,1
40.66298935405137,24.086868729815606,0.4188205472501627,0.0,17.030495454091334,0.0142,0.0142,2415991124.0,0.0,0.0,1
