    INT     ,    INT     ,    FLOAT     ,    FLOAT     ,     FLOAT     ,      FLOAT      ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,              FLOAT              ,     FLOAT     ,    FLOAT     ,        FLOAT         ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT       ,      FLOAT       , BOOL  , BOOL ,     BOOL      ,        INT        ,     INT      ,        INT        ,     INT      , INT  
      110331,  1874497829,  8.506947e+00,  4.729609e+00,   3.063855e+01,     0.000000e+00,                     1.664741e-01,  -5.973869e-01,  1.139575e+00,          5.836638e-01,                     4.819790e-01,  -1.507074e-02,  3.506694e+00,          5.130694e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      116064,  1874497830,  8.383753e+00,  7.616631e+00,   7.746521e+01,     0.000000e+00,                     8.484608e-01,  -8.877287e-01,  1.810827e+00,          3.542099e+00,                     7.378911e-01,   2.025704e-01,  4.099900e+00,          3.739167e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      121769,  1874497831,  3.181411e+01,  7.637708e+00,   1.215122e+01,     0.000000e+00,                     5.426659e-02,  -9.654491e-01,  6.604355e-01,          2.713985e+00,                     2.750545e-01,   3.202448e-01,  2.420454e+00,          4.258526e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
      131798,  1874497832,  1.491270e+01,  5.028711e+00,   1.935901e+01,     0.000000e+00,                     7.809677e-01,  -3.349505e-01,  4.979591e+00,          5.613528e-01,                     2.937041e-01,   7.737971e-01,  4.635283e+00,          3.315408e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      137019,  1874497833,  5.856275e+00,  2.561922e+00,   1.669428e+01,     0.000000e+00,                     5.661660e-01,   4.260760e-01,  3.581338e+00,          6.175986e+00,                     3.324688e-01,   7.784724e-02,  7.667869e-01,          1.835450e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      144876,  1874497834,  5.118052e+00,  1.762067e+00,   3.653323e+01,     0.000000e+00,                     8.855230e-01,   6.351143e-01,  1.948151e+00,          1.756132e+00,                     7.580360e-01,   4.508910e-01,  5.120202e+00,          3.374619e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      152477,  1874497835,  5.565232e+00,  4.845534e+00,   1.262210e+00,     0.000000e+00,                     7.334265e-01,  -1.007914e+00,  5.613870e+00,          2.371886e+00,                     7.050643e-01,   2.871034e-01,  5.705202e+00,          4.662843e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
      155054,  1874497836,  1.676916e+01,  1.436093e+01,   3.516650e+01,     0.000000e+00,                     6.685815e-01,  -8.429081e-01,  6.024440e+00,          2.988826e+00,                     1.218905e-02,  -8.114358e-01,  4.550659e+00,          1.086586e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      160099,  1874497837,  6.013778e+00,  5.721821e+00,   4.275398e-02,     0.000000e+00,                     5.013334e-01,   1.155000e+00,  1.245833e+00,          5.992462e-01,                     2.876823e-01,   9.069535e-02,  3.684015e+00,          5.748811e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      544100,  1874497838,  6.973856e+00,  2.780600e+00,   5.789820e+00,     0.000000e+00,                     2.506440e-01,   7.413093e-02,  5.303230e+00,          9.358943e-01,                     3.926170e-01,   3.567732e-02,  5.280451e+00,          5.593897e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            12,                  1,            15,    46
      551869,  1874497839,  7.453704e+00,  2.105140e+00,   3.540563e-02,     0.000000e+00,                     1.979619e-01,  -6.502642e-01,  5.685009e+00,          5.847877e+00,                     2.528891e-01,   4.811166e-03,  4.455704e+00,          3.707772e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      712536,  1874497840,  1.220999e+01,  1.020936e+01,   5.793830e-01,     0.000000e+00,                     9.127826e-01,   9.872951e-01,  8.379537e-01,          5.865410e-01,                     7.864566e-01,  -9.049989e-01,  4.933341e+00,          5.967311e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      716685,  1874497841,  1.826685e+01,  1.514664e+01,   1.142206e+01,     0.000000e+00,                     2.377668e-01,   3.616062e-01,  4.152292e+00,          4.008070e+00,                     8.534336e-01,   5.104742e-02,  1.330085e+00,          6.255801e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      728454,  1874497842,  5.250640e+00,  3.771014e+00,   3.322436e+00,     0.000000e+00,                     9.273712e-01,   9.243694e-01,  1.628983e-01,          2.640177e+00,                     3.118560e-01,  -9.981929e-03,  4.084316e+00,          3.256564e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             9,                  1,            15,    46
      734023,  1874497843,  7.331557e+00,  6.242901e+00,   1.401877e-01,     0.000000e+00,                     4.225802e-03,  -4.112208e-01,  3.659532e+00,          2.139285e+00,                     1.057301e-01,   5.525896e-01,  3.571061e+00,          5.855458e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
      737424,  1874497844,  8.622501e+00,  2.972349e+00,   1.633453e+01,     0.000000e+00,                     3.519932e-01,   3.974774e-01,  5.118160e+00,          4.932539e+00,                     5.219202e-01,   6.144660e-01,  4.672422e+00,          5.278770e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
      743193,  1874497845,  6.112385e+00,  4.963323e+00,   5.218791e+00,     0.000000e+00,                     5.427014e-01,   2.526840e-01,  4.492007e+00,          5.252663e-01,                     8.909951e-01,   1.068077e+00,  2.097298e+00,          4.150944e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
      750722,  1874497846,  8.012029e+00,  7.429929e+00,   4.566468e-02,     0.000000e+00,                     3.717867e-01,  -3.766560e-01,  5.358408e-01,          1.744447e+00,                     8.732477e-01,  -7.199672e-01,  5.803009e+00,          9.802282e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      963023,  1874497847,  5.279155e+00,  1.871945e+00,   2.292275e+00,     0.000000e+00,                     1.301682e-02,  -6.585171e-01,  2.890832e+00,          5.368485e+00,                     3.636378e-01,   5.791187e-01,  1.606827e+00,          3.299075e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             9,                  1,            15,    46
      968404,  1874497848,  2.067591e+01,  4.538957e+00,   1.136044e-01,     0.000000e+00,                     7.620098e-01,   2.970632e-01,  4.271117e+00,          2.093971e-01,                     5.094490e-01,   5.861913e-01,  2.354043e+00,          3.741128e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
      977383,  1874497849,  5.077289e+00,  2.522793e+00,   1.250817e+00,     0.000000e+00,                     2.981480e-01,  -1.077099e+00,  5.213004e+00,          2.530976e+00,                     2.026966e-01,   1.510481e-01,  4.836344e+00,          5.897787e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
      983208,  1874497850,  3.871173e+01,  2.789574e+01,   3.784249e-01,     0.000000e+00,                     2.016338e-01,   7.189603e-01,  1.203264e-01,          1.471029e+00,                     2.569660e-01,   3.673824e-01,  5.593994e+00,          2.572557e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,             1,    46
      997851,  1874497851,  1.204326e+01,  1.156384e+01,   1.264152e-01,     0.000000e+00,                     1.730358e-01,   8.460214e-01,  4.702728e+00,          2.091706e+00,                     2.410959e-02,  -2.132096e-01,  5.244038e+00,          4.109358e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1063264,  1874497852,  5.386803e+00,  4.408051e+00,   1.649518e+00,     0.000000e+00,                     2.427072e-01,   1.101887e+00,  3.224705e+00,          6.031125e+00,                     2.656904e-01,  -2.998903e-01,  5.757843e+00,          1.293973e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
     1068921,  1874497853,  5.535170e+00,  3.270535e+00,   3.114857e-01,     0.000000e+00,                     2.082424e-01,   8.893585e-02,  3.165822e+00,          2.865335e+00,                     8.369965e-01,  -1.135828e+00,  2.947893e+00,          8.333238e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,1,0,                  1,            11,                  1,             8,    46
     1079898,  1874497854,  6.039368e+00,  3.395970e+00,   3.696656e+01,     0.000000e+00,                     9.990207e-01,  -8.614918e-02,  7.808366e-01,          6.331341e-01,                     6.399514e-01,   6.989486e-02,  1.883495e+00,          3.022193e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            11,                  1,            15,    46
     1087403,  1874497855,  1.256462e+01,  1.200406e+01,   7.501453e-01,     0.000000e+00,                     2.404063e-01,   1.408365e+00,  4.733083e-01,          3.377604e+00,                     8.227265e-01,  -3.784430e-01,  2.014685e+00,          4.700100e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
     1091612,  1874497856,  1.395049e+01,  7.143589e+00,   7.795264e-02,     0.000000e+00,                     3.944979e-01,   4.640867e-01,  1.722010e-01,          4.630472e+00,                     5.191219e-01,   9.925297e-01,  3.349421e+00,          4.294224e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1121375,  1874497857,  5.089831e+00,  4.019124e+00,   8.267029e-01,     0.000000e+00,                     5.377788e-01,  -6.173588e-02,  5.605115e+00,          5.518563e+00,                     7.739502e-01,   3.741262e-01,  1.332777e-04,          3.849496e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
     1123860,  1874497858,  7.142691e+00,  2.549346e+00,   5.522957e-01,     0.000000e+00,                     2.159626e-01,  -1.016255e+00,  2.253393e+00,          5.904425e-01,                     4.934422e-01,   4.237572e-01,  2.205479e-01,          5.388321e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
     1135653,  1874497859,  9.818877e+00,  3.212336e+00,   1.179583e-01,     0.000000e+00,                     9.105312e-01,   7.576093e-01,  4.800122e-01,          5.467560e+00,                     9.957330e-01,   8.950636e-01,  5.102212e+00,          3.917711e-01,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            15,                  1,             7,    46
     1139530,  1874497860,  5.109137e+00,  2.270898e+00,   2.713058e-02,     0.000000e+00,                     7.663022e-01,   3.405784e-01,  1.558148e+00,          4.226220e+00,                     8.948706e-01,   6.394363e-04,  4.696029e+00,          1.732874e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             1,    46
     1398357,  1874497861,  6.798677e+00,  6.173835e+00,   8.547196e-02,     0.000000e+00,                     3.125251e-01,   1.125337e+00,  1.183138e+00,          7.385345e-01,                     7.255524e-01,  -8.095381e-01,  1.217270e+00,          3.273665e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            15,                  1,             7,    46
     1638340,  1874497862,  6.536898e+00,  3.147343e+00,   1.013701e+01,     0.000000e+00,                     9.141716e-01,  -9.140811e-01,  6.270552e+00,          8.190999e-01,                     6.558607e-01,   3.510756e-01,  1.278129e+00,          4.049182e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            12,                  1,            15,    46
     1645381,  1874497863,  2.003369e+01,  1.221518e+01,   3.621470e+01,     0.000000e+00,                     9.097066e-01,  -6.704544e-01,  5.638403e+00,          2.911551e-02,                     3.321168e-01,   1.976114e-01,  6.037980e+00,          2.704586e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,             1,    46
     1650142,  1874497864,  2.528690e+01,  1.558126e+01,   1.317068e+01,     0.000000e+00,                     8.733569e-01,   9.084657e-01,  3.831115e+00,          3.797903e-01,                     4.853217e-01,   8.232673e-01,  3.741584e+00,          4.823002e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             7,                  1,            15,    46
     1674175,  1874497865,  2.191263e+01,  1.086233e+01,   9.406671e-01,     0.000000e+00,                     1.475917e-01,  -1.172422e-01,  5.647085e+00,          5.582363e+00,                     4.697124e-01,  -4.464952e-01,  5.763489e+00,          5.933441e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1676292,  1874497866,  1.777663e+01,  1.497725e+01,   1.328450e+00,     0.000000e+00,                     3.862525e-01,   7.853781e-01,  4.358521e+00,          5.692579e+00,                     2.628152e-01,   1.106982e+00,  2.795298e-01,          3.384844e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1679285,  1874497867,  8.558730e+00,  4.407719e+00,   8.005846e-01,     0.000000e+00,                     2.203279e-01,   1.321821e-01,  5.906395e+00,          3.678992e+00,                     4.823692e-01,  -5.605036e-01,  3.959682e+00,          5.376079e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,0,0,0,                  1,            11,                  1,            11,    46
     1692530,  1874497868,  5.223442e+00,  2.768162e+00,   1.385518e+00,     0.000000e+00,                     1.976799e-02,  -5.354392e-01,  4.900359e+00,          2.345168e+00,                     5.409360e-01,   7.467075e-01,  3.657221e+00,          1.064855e-02,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
     1698207,  1874497869,  1.304915e+01,  6.598061e+00,   3.528825e-01,     0.000000e+00,                     3.740943e-01,   1.213015e+00,  1.677829e+00,          4.411705e+00,                     9.060574e-01,   6.647661e-01,  5.523166e+00,          1.468047e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            13,                  1,             1,    46
     1701444,  1874497870,  6.441373e+00,  5.179890e+00,   1.449429e+00,     0.000000e+00,                     5.010888e-01,   2.911599e-01,  2.805513e+00,          1.145395e+00,                     4.566159e-01,  -3.809522e-01,  2.811423e+00,          5.013284e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,            10,                  1,            15,    46
     1703957,  1874497871,  5.022549e+00,  1.897424e+00,   1.223535e+00,     0.000000e+00,                     6.232028e-01,   2.672221e-01,  1.373617e+00,          2.653234e+00,                     5.127446e-01,   8.334005e-01,  4.155799e+00,          1.061663e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,1,0,                  1,             8,                  1,            15,    46
     1709522,  1874497872,  2.932300e+01,  2.715209e+01,   7.848806e+00,     0.000000e+00,                     8.951269e-01,  -5.244461e-01,  6.124041e+00,          1.580914e+00,                     5.901392e-01,   6.287758e-01,  4.600422e+00,          3.853300e+00,  0.000000e+00,  0.000000e+00,      2.500000e+02,      2.500000e+02,   3.000000e+01,   3.000000e+01,  1.500000e+00,  1.000000e+00,  1.000000e+00,      1.420000e-02,      1.420000e-02,1,0,0,                  1,            14,                  1,             4,    46
