    INT     ,    INT     ,        FLOAT         ,         FLOAT          ,       FLOAT        ,     FLOAT     ,      FLOAT      ,       FLOAT        ,     FLOAT      ,    FLOAT     ,   INT    , BOOL  ,     FLOAT      ,    FLOAT     ,      FLOAT       ,    FLOAT     ,       BOOL        ,      INT      ,      INT      ,        INT         ,        INT         ,     FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,      FLOAT      ,      BOOL      ,      BOOL      ,   BOOL   
      716685,  1874497841,          2.694414e+02,            1.974671e+02,        2.671243e-01,   2.546434e+04,     7.754650e+00,        4.008070e+00,    3.616062e-01,  4.152292e+00,         1,1,    6.424437e+00,  1.551535e+01,      4.618937e+00,  2.279241e+00,1,             13,              1,                   8,                   1,   4.618937e+00,      6.424437e+00,  1.12236591e+01,   0.000000e+00,  3.514125e+01,  6.448926e+03, -1.009637e+02,     0.000000e+00,0,1,1
      737424,  1874497844,          3.211741e+02,            3.125200e+02,        2.694510e-02,   2.508347e+04,     1.245920e+01,        4.932539e+00,    3.974774e-01,  5.118160e+00,         1,1,    8.622501e+00,  2.972349e+00,      1.549553e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.452349e+00,      2.452349e+00,  3.67226987e+01,   0.000000e+00,  2.569329e+02,  3.512447e+03, -7.823155e+00,     0.000000e+00,1,0,1
      983208,  1874497850,          2.514862e+02,            1.210900e+02,        5.185025e-01,   1.989421e+05,     6.086695e-01,        1.471029e+00,    7.189603e-01,  1.203264e-01,         1,1,    9.529198e+00,  5.707828e+01,      7.039005e+00,  5.053508e+00,1,             14,              1,                   8,                   1,   7.039005e+00,      9.529198e+00,  5.70822023e+00,   0.000000e+00,  1.443626e+00,  3.207669e+02, -7.222450e+02,     0.000000e+00,0,1,1
     1645381,  1874497863,          6.365953e+02,            4.437666e+02,        3.029061e-01,   2.809462e+04,     1.579543e+01,        2.911551e-02,   -6.704544e-01,  5.638403e+00,         1,1,    2.003369e+01,  1.221518e+01,      5.555472e+00,  6.277094e+00,0,             14,              1,                   5,                   1,   7.232653e+00,      7.232653e+00,  1.00391800e+01,   0.000000e+00,  4.194443e+02,  7.787320e+03, -1.659200e+01,     0.000000e+00,1,0,1
     1674175,  1874497865,          2.218802e+02,            1.645706e+02,        2.582908e-01,   1.106143e+05,     1.487788e+00,        5.582363e+00,   -1.172422e-01,  5.647085e+00,         1,1,    6.287162e+00,  1.184565e+01,      4.513813e+00,  2.218881e+00,1,             13,              1,                   8,                   1,   4.513813e+00,      6.287162e+00,  9.16280009e+00,   0.000000e+00,  5.776167e+00,  2.824636e+02, -5.423812e+01,     0.000000e+00,0,1,1
     1676292,  1874497866,          3.359207e+02,            2.775928e+02,        1.736357e-01,   6.255222e+04,     4.437777e+00,        5.692579e+00,    7.853781e-01,  4.358521e+00,         1,1,    4.772810e+00,  1.929409e+01,      3.340735e+00,  1.622845e+00,1,             13,              1,                   8,                   1,   3.340735e+00,      4.772810e+00,  1.17875495e+01,   0.000000e+00,  1.482956e+01,  1.172343e+03, -6.071838e+01,     0.000000e+00,0,1,1
     1698207,  1874497869,          3.307062e+02,            2.965140e+02,        1.033917e-01,   1.182415e+05,     2.507698e+00,        4.411705e+00,    1.213015e+00,  1.677829e+00,         1,1,    3.134391e+00,  7.307229e+00,      2.072967e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.072967e+00,      3.134391e+00,  1.84517413e+01,   0.000000e+00,  7.222597e+00,  1.423469e+02, -2.144820e+01,     0.000000e+00,0,1,1
     1709522,  1874497872,          6.196147e+02,            3.076920e+02,        5.034139e-01,   3.653181e+04,     8.422577e+00,        1.580914e+00,   -5.244461e-01,  6.124041e+00,         1,1,    9.365707e+00,  3.156154e+01,      6.906975e+00,  4.869043e+00,1,             14,              1,                   8,                   4,   6.906975e+00,      9.365707e+00,  6.86741225e+00,   0.000000e+00,  9.524847e+01,  5.845075e+03, -6.153139e+01,     0.000000e+00,0,1,1
     2367277,  1874497879,          3.424943e+02,            3.279233e+02,        4.254372e-02,   3.639448e+04,     9.010250e+00,        4.551671e-01,    1.294865e+00,  6.021015e+00,         1,1,    1.402785e+01,  5.084026e+00,      3.191489e+00,  1.562613e+00,0,             13,              1,                   5,                   1,   4.577903e+00,      4.577903e+00,  1.61114221e+01,   0.000000e+00,  2.483696e+02,  2.750124e+03, -1.109145e+01,     0.000000e+00,1,0,1
     2402025,  1874497883,          4.975767e+02,            3.743391e+02,        2.476755e-01,   3.490723e+05,     1.072383e+00,        1.641068e+00,   -8.787844e-01,  3.717885e+00,         1,0,    6.122916e+00,  6.072567e+00,      4.384242e+00,  2.148359e+00,1,             13,              1,                   8,                   1,   4.384242e+00,      6.122916e+00,  9.34857514e+00,   0.000000e+00,  5.857510e-01,  1.907604e+01,  3.719726e+01,     8.851524e+01,0,1,0
     2868150,  1874497888,          3.654079e+02,            2.796919e+02,        2.345763e-01,   2.787222e+04,     1.003479e+01,        2.541949e+00,    4.689323e-01,  4.521293e+00,         1,1,    5.901245e+00,  1.850600e+01,      4.213612e+00,  2.060820e+00,1,             13,              1,                   8,                   1,   4.213612e+00,      5.901245e+00,  1.00206656e+01,   0.000000e+00,  5.353533e+01,  5.988190e+03, -5.222955e+01,     0.000000e+00,0,1,1
     2893999,  1874497893,          2.413841e+02,            2.073856e+02,        1.408484e-01,   8.300429e+04,     2.498492e+00,        3.834150e-01,    9.827750e-01,  9.767881e-01,         1,1,    2.619967e+00,  1.529240e+01,      1.675390e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.675390e+00,      2.619967e+00,  2.28217904e+01,   0.000000e+00,  7.851922e+00,  4.955322e+02, -6.601568e+01,     0.000000e+00,0,1,1
     2900577,  1874497895,          1.939088e+02,            1.685577e+02,        1.307371e-01,   1.100716e+05,     1.531346e+00,        3.712453e+00,    5.354401e-01,  4.431273e-01,         1,1,    4.175401e+00,  1.564419e+01,      2.877991e+00,  1.434633e+00,1,             13,              1,                   8,                   1,   2.877991e+00,      4.175401e+00,  1.33723890e+01,   0.000000e+00,  5.488988e+00,  3.117911e+02, -6.714802e+01,     0.000000e+00,0,1,1
     2910143,  1874497897,          3.808742e+02,            3.377080e+02,        1.133345e-01,   7.180087e+04,     4.703397e+00,        1.621430e+00,    4.424652e-02,  5.720074e+00,         1,1,    2.964688e+00,  8.636163e+00,      1.942045e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.942045e+00,      2.964688e+00,  1.96137585e+01,   0.000000e+00,  3.157672e+01,  4.288944e+02, -1.248393e+01,     0.000000e+00,0,1,1
     2926178,  1874497900,          5.110579e+02,            4.964830e+02,        2.851914e-02,   3.387009e+04,     1.465845e+01,        7.949592e-01,   -3.511954e-01,  3.989006e-01,         1,1,    8.212833e+00,  7.391302e+00,      1.431395e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.304136e+00,      2.304136e+00,  4.03368995e+01,   0.000000e+00,  4.067589e+02,  2.592549e+03, -5.998086e+00,     0.000000e+00,1,0,1
     2931823,  1874497901,          6.586164e+01,            5.098546e+01,        2.258701e-01,   5.528066e+05,     9.223020e-02,        7.677488e-02,   -4.587882e-01,  6.203835e+00,         1,1,    2.085465e+00,  1.492280e+00,      2.085465e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   2.085465e+00,      3.308942e+00,  2.64627033e+01,   0.000000e+00,  1.031394e+00,  2.990823e+00, -9.526336e+01,     0.000000e+00,0,1,1
     3047169,  1874497905,          2.023269e+02,            1.475863e+02,        2.705552e-01,   3.674083e+05,     4.016956e-01,        6.798105e-01,   -2.125197e-01,  3.652215e+00,         1,0,    6.474214e+00,  7.846997e+00,      4.658450e+00,  2.302350e+00,1,             13,              1,                   8,                   1,   4.658450e+00,      6.474214e+00,  8.89237434e+00,   0.000000e+00,  4.202564e-01,  2.022095e+01,  1.522622e+01,     5.694786e+01,0,1,0
     3167488,  1874497906,          2.560049e+01,            2.560049e+01,        0.000000e+00,   3.121484e+04,     8.201386e-01,        1.160030e+00,    3.814774e-02,  4.389800e+00,         2,0,    2.089881e+00,  9.459120e+00,      1.383355e+00,  1.260000e+00,1,             13,              1,                   9,                   1,   1.383355e+00,      2.089881e+00,  3.13514420e+01,   0.000000e+00,  7.429108e-01,  2.259135e+03,  2.981438e+03,     3.033088e+00,0,1,0
     3167488,  1874497906,          4.448956e+02,            3.879072e+02,        1.280939e-01,   9.203957e+04,     4.214570e+00,        4.118836e+00,   -2.007757e-01,  2.991092e+00,         1,1,    2.761355e+00,  1.260000e+00,      1.784951e+00,  1.277584e+00,1,             13,              2,                   8,                  13,   1.784951e+00,      2.761355e+00,  3.82672853e+01,   0.000000e+00,  1.550473e+01,  9.047804e+01, -6.116725e+00,     0.000000e+00,0,1,0
     3180945,  1874497907,          6.558682e+02,            1.486896e+02,        7.732935e-01,   2.642059e+04,     5.627792e+00,        3.832163e+00,    5.677617e-01,  3.564435e+00,         1,1,    3.002486e+01,  2.375308e+01,      9.252758e+00,  2.118187e+01,0,             14,              1,                   5,                   1,   1.215710e+01,      1.215710e+01,  6.69177331e+00,   0.000000e+00,  2.546433e+01,  1.468382e+04, -5.490337e+02,     0.000000e+00,1,0,1
     3385779,  1874497913,          5.351490e+02,            3.674209e+02,        3.134231e-01,   1.715141e+04,     2.142220e+01,        1.467169e+00,    1.050685e+00,  6.026379e+00,         1,1,    2.017566e+01,  1.022982e+01,      5.639176e+00,  6.494460e+00,0,             14,              1,                   5,                   1,   7.298503e+00,      7.298503e+00,  9.95700393e+00,   0.000000e+00,  8.659147e+02,  1.970027e+04, -2.260296e+01,     0.000000e+00,1,0,1
     3390536,  1874497914,          8.510348e+01,            8.510348e+01,        0.000000e+00,   9.666223e+03,     8.804213e+00,        6.282162e+00,    1.537971e-01,  5.338158e+00,         2,1,    6.232757e+00,  1.703429e+00,      1.380020e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380020e+00,      1.380020e+00,  7.28030284e+01,   0.000000e+00,  1.568142e+02,  1.618893e+04, -6.872574e+01,     0.000000e+00,1,0,1
     3574797,  1874497919,          7.038742e+02,            5.434719e+02,        2.278849e-01,   1.166855e+05,     4.657577e+00,        3.655389e+00,    1.134622e+00,  7.728511e-01,         1,1,    5.780177e+00,  2.588300e+01,      4.120972e+00,  2.016112e+00,1,             13,              1,                   8,                   1,   4.120972e+00,      5.780177e+00,  9.81517941e+00,   0.000000e+00,  2.689978e+01,  4.432415e+02, -1.644542e+01,     0.000000e+00,0,1,1
     3591732,  1874497922,          6.729120e+02,            5.880590e+02,        1.260983e-01,   1.041829e+05,     5.644486e+00,        4.310334e+00,    2.762544e-01,  1.520441e+00,         1,1,    2.786064e+00,  1.462195e+01,      1.803867e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.803867e+00,      2.786064e+00,  2.10574803e+01,   0.000000e+00,  1.233330e+01,  3.056865e+02, -8.840899e+00,     0.000000e+00,0,1,1
     3595385,  1874497923,          3.554230e+02,            3.473621e+02,        2.267983e-02,   1.942560e+04,     1.788167e+01,        1.899632e+00,   -5.207736e-01,  1.716822e+00,         1,1,    1.001841e+01,  5.550648e+00,      1.951220e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.972416e+00,      2.972416e+00,  2.78579799e+01,   0.000000e+00,  3.638299e+02,  7.863817e+03, -1.093626e+01,     0.000000e+00,1,0,1
     3601430,  1874497924,          8.981780e+01,            8.981780e+01,        0.000000e+00,   2.026153e+04,     4.432924e+00,        3.552452e+00,    9.803799e-01,  3.837989e+00,         2,1,    7.350378e+00,  4.486804e+00,      1.380298e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380298e+00,      1.380298e+00,  5.10233944e+01,   0.000000e+00,  3.113206e+01,  5.495712e+03, -1.678748e+02,     0.000000e+00,1,0,1
     3607611,  1874497925,          5.359730e+01,            5.359730e+01,        0.000000e+00,   1.289195e+04,     4.157423e+00,        2.616373e+00,    8.727022e-01,  4.784960e+00,         2,1,    6.410060e+00,  2.276435e+00,      1.380170e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.380170e+00,      1.380170e+00,  6.84545866e+01,   0.000000e+00,  3.531834e+01,  9.961552e+03, -2.271062e+02,     0.000000e+00,1,0,1
     3627013,  1874497927,          2.963336e+02,            2.882299e+02,        2.734682e-02,   2.163420e+04,     1.332288e+01,        5.327682e+00,    7.450175e-01,  6.233208e+00,         1,1,    8.513465e+00,  3.817758e+00,      1.518767e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.412696e+00,      2.412696e+00,  3.76277756e+01,   0.000000e+00,  4.780386e+02,  5.021626e+03, -1.052029e+01,     0.000000e+00,1,0,1
     3632750,  1874497928,          7.736655e+01,            0.000000e+00,        1.000000e+00,   2.842988e+04,     0.000000e+00,        3.591637e+00,   -4.566584e-01,  3.426497e+00,         1,0,    4.314998e+01,  4.150691e+01,      1.531500e+01,  3.883498e+01,0,             14,              1,                   5,                   4,   1.936328e+01,      1.936328e+01,  5.16830541e+00,   0.000000e+00,  5.370794e-02,  1.996329e+04,  2.109633e+04,     7.486377e-01,1,0,0
     3632750,  1874497928,          4.804558e+02,            0.000000e+00,        1.000000e+00,   2.573348e+04,     0.000000e+00,        3.661787e+00,    1.048378e-01,  2.902941e+00,         1,0,    4.150691e+01,  3.883498e+01,      1.440783e+01,  3.735622e+01,0,             14,              2,                   5,                  14,   1.842210e+01,      1.842210e+01,  5.29042781e+00,   5.370794e-02,  2.865084e-02,  2.109633e+04,  2.219966e+04,     6.776339e-01,1,0,0
     3783155,  1874497931,          2.529991e+02,            2.477994e+02,        2.055198e-02,   3.341462e+04,     7.415899e+00,        3.185714e+00,    3.036328e-01,  7.070464e-01,         1,1,    1.093142e+01,  5.225775e+00,      2.220554e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.324227e+00,      3.324227e+00,  2.39431004e+01,   0.000000e+00,  1.362852e+02,  2.758118e+03, -1.683304e+01,     0.000000e+00,1,0,1
     3789284,  1874497932,          3.221314e+02,            3.103166e+02,        3.667709e-02,   2.244118e+04,     1.382800e+01,        5.017444e+00,    7.173901e-01,  3.806821e+00,         1,1,    1.340432e+01,  9.836400e+00,      2.995238e+00,  1.482732e+00,0,             13,              1,                   5,                   1,   4.318442e+00,      4.318442e+00,  1.72480172e+01,   0.000000e+00,  3.148110e+02,  8.795857e+03, -2.450148e+01,     0.000000e+00,1,0,1
     3803103,  1874497935,          1.903234e+01,            1.903234e+01,        0.000000e+00,   1.135163e+04,     1.676618e+00,        4.847085e+00,    1.282798e-01,  5.790977e+00,         2,1,    6.680526e+00,  2.322957e+00,      1.381195e+00,  1.260000e+00,0,             13,              1,                   6,                   1,   1.381195e+00,      1.381195e+00,  6.25815955e+01,   0.000000e+00,  1.519701e+01,  1.331725e+04, -8.912874e+02,     0.000000e+00,1,0,1
     3809536,  1874497936,          1.752055e+02,            1.704908e+02,        2.690967e-02,   2.675220e+04,     6.372966e+00,        6.966243e-01,   -2.397473e-02,  6.129871e+00,         1,1,    8.632272e+00,  4.417643e+00,      1.551981e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.455909e+00,      2.455909e+00,  3.66433611e+01,   0.000000e+00,  1.221293e+02,  3.475432e+03, -2.843823e+01,     0.000000e+00,1,0,1
     3824903,  1874497939,          3.689619e+02,            3.603748e+02,        2.327374e-02,   2.155173e+04,     1.672138e+01,        3.413163e+00,    2.077095e-01,  8.999001e-02,         1,1,    9.793376e+00,  4.592988e+00,      1.883193e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.887076e+00,      2.887076e+00,  2.90103774e+01,   0.000000e+00,  7.638650e+02,  5.903460e+03, -7.711745e+00,     0.000000e+00,1,0,1
     3830904,  1874497940,          4.937940e+02,            2.905332e+02,        4.116307e-01,   7.563817e+04,     3.841092e+00,        1.599108e+00,    6.634720e-01,  5.226026e-01,         1,1,    8.310100e+00,  1.310577e+01,      6.078115e+00,  3.819968e+00,1,             14,              1,                   8,                   1,   6.078115e+00,      8.310100e+00,  7.42801244e+00,   0.000000e+00,  2.414239e+01,  7.134665e+02, -2.903906e+01,     0.000000e+00,0,1,1
     3833969,  1874497941,          4.477491e+02,            3.579887e+02,        2.004702e-01,   5.864390e+04,     6.104450e+00,        3.151784e+00,    1.850630e-01,  5.872643e-01,         1,1,    5.211305e+00,  1.484312e+01,      3.679825e+00,  1.832301e+00,1,             13,              1,                   8,                   1,   3.679825e+00,      5.211305e+00,  1.08549495e+01,   0.000000e+00,  5.007824e+01,  1.111436e+03, -1.983570e+01,     0.000000e+00,0,1,1
     3858509,  1874497945,          4.151492e+02,            2.475965e+02,        4.035964e-01,   8.502429e+04,     2.912068e+00,        2.578790e+00,    4.409763e-01,  3.317101e+00,         1,1,    8.212885e+00,  9.812653e+00,      6.002877e+00,  3.734690e+00,1,             14,              1,                   8,                   1,   6.002877e+00,      8.212885e+00,  7.50240765e+00,   0.000000e+00,  4.601366e+00,  4.752500e+02, -1.279781e+02,     0.000000e+00,0,1,1
     3867907,  1874497947,          2.182921e+02,            6.557593e+01,        6.995955e-01,   3.608562e+04,     1.817232e+00,        5.454148e+00,   -1.333219e+00,  6.202254e+00,         1,1,    2.848402e+01,  8.067077e+00,      8.681460e+00,  1.831307e+01,0,             14,              1,                   5,                   1,   1.136225e+01,      1.136225e+01,  7.00289961e+00,   0.000000e+00,  6.141688e+00,  5.349978e+03, -1.040370e+03,     0.000000e+00,1,0,1
     3899604,  1874497952,          2.414511e+02,            2.131531e+02,        1.171997e-01,   9.859256e+04,     2.161959e+00,        1.630525e+00,   -8.274606e-01,  1.474687e+00,         1,1,    2.906489e+00,  1.360047e+01,      1.897206e+00,  1.277584e+00,1,             13,              1,                   8,                   1,   1.897206e+00,      2.906489e+00,  1.99987058e+01,   0.000000e+00,  4.538276e+00,  3.236673e+02, -7.025810e+01,     0.000000e+00,0,1,1
     3917691,  1874497955,          4.870148e+02,            4.753881e+02,        2.387329e-02,   2.210062e+04,     2.151017e+01,        4.256813e+00,    4.344525e-01,  6.023106e+00,         1,1,    9.577563e+00,  1.716034e+00,      1.819172e+00,  1.277584e+00,0,             13,              2,                   5,                   7,   2.805760e+00,      2.805760e+00,  3.95842413e+01,   0.000000e+00,  1.842480e+03,  4.407003e+03, -2.332295e+00,     0.000000e+00,1,0,1
     3925572,  1874497956,          2.306155e+02,            2.252477e+02,        2.327616e-02,   2.065595e+04,     1.090474e+01,        5.981983e+00,   -4.167718e-01,  4.612050e+00,         1,1,    9.792481e+00,  7.575090e+00,      1.882945e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.886738e+00,      2.886738e+00,  2.90151397e+01,   0.000000e+00,  9.363897e+01,  7.758336e+03, -3.383014e+01,     0.000000e+00,1,0,1
     3931573,  1874497957,          5.837082e+02,            0.000000e+00,        1.000000e+00,   8.748791e+04,     0.000000e+00,        7.638734e-02,    8.639982e-01,  2.001457e+00,         1,0,    1.480468e+01,  4.177917e+01,      1.110764e+01,  1.332421e+01,1,             14,              1,                   8,                   1,   1.110764e+01,      1.480468e+01,  5.29527749e+00,   0.000000e+00,  2.686710e-02,  1.409018e+03,  1.447919e+03,     1.735546e+00,0,1,0
     3931573,  1874497957,          2.354950e+02,            0.000000e+00,        1.000000e+00,   1.184901e+05,     0.000000e+00,        4.946668e+00,    1.007300e+00,  5.166676e+00,         1,0,    1.508166e+01,  1.332421e+01,      1.134647e+01,  1.357349e+01,1,             14,              2,                   8,                  14,   1.134647e+01,      1.508166e+01,  6.11436216e+00,   2.686710e-02,  6.846595e-02,  3.909949e+02,  4.145634e+02,     3.116372e+00,0,1,0
     3953133,  1874497961,          3.651740e+02,            2.125262e+02,        4.180138e-01,   5.457070e+04,     3.894512e+00,        6.146538e+00,   -9.094682e-01,  3.952774e+00,         1,1,    8.382106e+00,  1.791515e+01,      6.137157e+00,  3.886755e+00,1,             14,              1,                   8,                   1,   6.137157e+00,      8.382106e+00,  7.38771610e+00,   0.000000e+00,  1.272637e+01,  1.683105e+03, -1.244237e+02,     0.000000e+00,0,1,1
     3956270,  1874497962,          3.828167e+02,            3.070445e+02,        1.979333e-01,   1.210298e+05,     2.536933e+00,        3.580518e+00,    6.566443e-01,  4.792406e+00,         1,1,    5.150180e+00,  1.105220e+01,      3.631131e+00,  1.815009e+00,1,             13,              1,                   8,                   1,   3.631131e+00,      5.150180e+00,  1.08979455e+01,   0.000000e+00,  6.134829e+00,  2.108211e+02, -2.713993e+01,     0.000000e+00,0,1,1
     3966108,  1874497964,          2.771494e+02,            2.693622e+02,        2.809733e-02,   3.240812e+04,     8.311566e+00,        2.928970e+00,   -1.916373e-01,  1.958002e+00,         1,1,    8.318114e+00,  7.431788e+00,      1.463807e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.342023e+00,      2.342023e+00,  3.93510309e+01,   0.000000e+00,  3.748856e+01,  2.858184e+03, -2.516179e+01,     0.000000e+00,1,0,1
     3971793,  1874497965,          2.406268e+02,            2.349392e+02,        2.363681e-02,   3.830150e+04,     6.133942e+00,        9.679726e-02,    8.964601e-01,  4.025489e+00,         1,1,    9.661377e+00,  8.898726e+00,      1.846708e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   2.837278e+00,      2.837278e+00,  2.97284488e+01,   0.000000e+00,  5.213243e+01,  2.411397e+03, -4.046811e+01,     0.000000e+00,1,0,1
     4536851,  1874497973,          3.132801e+02,            3.073001e+02,        1.908840e-02,   2.247095e+04,     1.367544e+01,        5.543275e+00,    8.214612e-02,  5.771465e-02,         1,1,    1.167757e+01,  8.625287e+00,      2.450369e+00,  1.277584e+00,0,             13,              1,                   5,                   1,   3.618079e+00,      3.618079e+00,  2.14457237e+01,   0.000000e+00,  4.396336e+02,  7.663624e+03, -1.744642e+01,     0.000000e+00,1,0,1
     4554273,  1874497975,          5.640329e+02,            5.116446e+02,        9.288174e-02,   1.328321e+05,     3.851816e+00,        2.946611e+00,   -1.220039e+00,  2.382889e-04,         1,1,    3.792467e+00,  1.259885e+00,      2.581586e+00,  1.311743e+00,1,             13,              2,                   8,                  11,   2.581586e+00,      3.792467e+00,  3.71948125e+01,   0.000000e+00,  3.531367e+01,  5.457676e+01, -1.590525e+00,     0.000000e+00,0,1,0
